id,text,Efficacy endpoints,Safety endpoints,Pharmacokinetics,Mechanism of action,Disease model study,Demographic study
2625,"Visuospatial working memory impairment in current and previous ecstasy/polydrug users.^
Objective Previous research suggests that ecstasy users are impaired in processing visuospatial information. However, for the most part, the deficits observed appear to involve the recall and recognition of complex visual and geometric patterns. The present research sought to determine whether ecstasy use was associated with deficits in serial spatial recall and visuospatial working memory (VSWM). Methods Thirty-eight current ecstasy/polydrug users, 16 previous ecstasy/polydrug users and 52 non ecstasy users completed serial simple spatial recall and VSWM tasks. Results Both the current and previous users of ecstasy exhibited deficits on the VSWM task. Following controls for group differences in aspects of cannabis and cocaine use, the overall group effect fell to just below statistical significance. However, the difference contrast comparing users with nonusers continued to demonstrate a statistically significant ecstasy-related VSWM deficit. Conclusions Ecstasy users were impaired in processing visuospatial information especially under conditions of high processing demand. The results are consistent with ecstasy-related impairment either in the short-term posterior parietal and occipital area store or the dorsolateral prefrontal cortex processes, which augment it under conditions of higher processing demands. Further research is needed to pinpoint the actual source of the ecstasy/polydrug-related VSWM deficits that have been observed here and elsewhere. © 2011 John Wiley & Sons, Ltd.",0,1,0,0,0,0
2912,"Safety, pharmacokinetic, and pharmacodynamic evaluation of a noribogaine multiple-dose regimen in opioid-dependent subjects.^
Opioid dependence is a significant public health issue. Improved non‐addictive, non‐opioid treatments to help opioid‐dependent individuals stop opioid use and remain abstinent are needed. Ibogaine has been explored as treatment for substance dependence, but its psychotomimetic effects limit its clinical utility. Noribogaine is an active metabolite of ibogaine and may be more selective in treating opioid dependence without undesirable psychotomimetic effects. Previous clinical studies evaluated single doses of noribogaine and suggested that it is safe and well‐tolerated, but with a concentration‐dependent increase in the QTc interval. This study evaluated the safety, pharmacokinetics (PK), and pharmacodynamics (PD) of noribogaine HCl capsules after multiple dosing in treatment‐seeking opioid‐dependent subjects. Background: The development of treatments for opioid dependence, a significant public health issue, is of high importance. Educational objectives include: (1) describe noribogaine as a potential non‐addictive, non‐opioid treatment for opioid dependence, (2) examine the utility of a predefined dosing algorithm to avoid pronounced QTc prolongation (QTcF >500 msec or ΔQTcF >60 msec) in multiple dose studies of drugs that exhibit a concentration‐dependent increase in the QTc interval, (3) recognize the importance of conducting controlled clinical trials in the opioid‐dependent population while acknowledging the challenges of studying this population. Methods: This was a phase 1B, open‐label, titration study conducted in an inpatient clinical unit. A loading dose of oral noribogaine 80 mg was followed by titrated maintenance dosing (10, 20, 30, or 40 mg, q6h) for up to 5 days. Maintenance dosing considered subjective and objective clinical assessments and QTcF using a predefined algorithm to avoid pronounced QT prolongation (QTcF >500 msec or ΔQTcF >60 msec was exclusionary). Standard safety evaluations, PK, and PD assessments (eg, opioid withdrawal and mood scales) were conducted. Continuous cardiac monitoring was performed via Holter monitor and telemetry. Results: Nine subjects (6 males; mean age 31.2 years) were enrolled. Documented opioid use included heroin and prescription opioids. Cumulative noribogaine doses ranged from 80mg to 670 mg, with 4 subjects administered the maximum 20 doses (mean 653 mg, range 640‐670 mg). No serious adverse events (AEs) were reported. Of treatmentemergent AEs, 96% were mild in severity, none were severe and 58% were opioid withdrawal‐related. Noribogaine plasma concentrations showed high intersubject variability, even between subjects with similar unit/daily/total doses. Cmax values following multiple dosing ranging from 52 to 252 (mean 102) ng/mL. After oral administration of noribogaine, observed plasma concentrations over time were consistent with an open, 2 compartment first‐order absorption model. Steady‐state was reached between 12 and 24 hours in a majority of subjects (5) and within 48 hours for the remaining (2). The largest ΔQTcF by subject ranged from 22‐51 msec (mean 33 msec). A concentration‐dependent increase in DQTcF was observed, corresponding to a predicted ΔQTcF of 17 msec at the geometric mean peak concentration of 89.1 ng/mL. No QTc changes resulted in AEs or discontinuation. Scores on withdrawal and mood scales decreased rapidly and substantially following administration of noribogaine, and this was supported by non‐solicited self‐reports that the withdrawal experience was less severe compared with previous attempts in the majority of subjects. Mean (SD) SOWS score at baseline was 30.3 (10.6) and declined to 16.8 (7.4) one hour after loading dose administration; at 51 hours post‐loading dose, mean SOWS score was 10.4 (9.7). Mean (SD) POMS total mood disturbance (TMD) score was 53.8 (22.2) at baseline and declined to 37.3 (43.3) at 57 hours post‐loading dose. Consistent with the expected time course of opioid withdrawal, 3 subjects experienced an increase in withdrawal symptoms 48‐72 h post the last pre‐t eatment opioid administration (mean of 11 h prior to noribogaine loading dose), 2 of whom withdrew from the study. All 4 subjects who remained in the clinic after 72 hours experienced further decreases in withdrawal and mood scores (SOWS: 4.8 (4.9) at 81 h; POMS TMD: 0.8 (4.6) at 84 h). Subjects returned to their pre‐treatment environment, largely devoid of support; 5 subjects relapsed, 3 were lost to follow‐up, and 1 remained abstinent (15 weeks). Conclusions: Noribogaine treatment for up to 5 days was well tolerated. The previously noted QTc effect was confirmed, and a dosing algorithm with QTc criteria was successful in avoiding pronounced QTc prolongation (i.e., no QTcF>500 msec or ΔQTcF >60 msec). Steady‐state noribogaine concentrations were reached rapidly with the use of a loading dose. Clinically significant reductions in withdrawal symptoms and mood assessments were seen following noribogaine administration. These findings support continued evaluation of noribogaine in treating opioid dependence under medical supervision in controlled clinical trials. Educational Objectives: At the conclusions of this activity, participants should be able to: 1. Describe noribogaine as a potential non‐addictive, nonopioid treatment for opioid dependence. 2. Examine the utility of a predefined dosing algorithm to avoid pronounced QTc prolongation. 3. Recognize the importance/challenge of conducting controlled clinical trials in the opioid‐dependents.",1,1,1,0,0,0
3492,"Nature-themed video intervention may improve cardiovascular safety of psilocybin-assisted therapy for alcohol use disorder.^
INTRODUCTION: Psychedelic-assisted therapy with psilocybin has shown promise in Phase 2 trials for alcohol use disorder (AUD). Set and setting, particularly factors facilitating a connection with nature, may positively influence the psychedelic experience and therapeutic outcomes. But to date, randomized controlled trials of interventions to enhance set and setting for psychedelic-assisted therapy are lacking. METHODS: This was a pilot randomized, controlled trial of Visual Healing, a nature-themed video intervention to optimize set and setting, versus Standard set and setting procedures with two open-label psilocybin 25 mg dosing sessions among 20 participants with AUD. For the first session, participants randomized to Visual Healing viewed nature-themed videos during the preparation session and the ""ascent"" and ""descent"" phases of the psilocybin dosing session while participants randomized to the Standard condition completed a meditation during the preparatory session and wore eyeshades and listened to a music playlist throughout the dosing session. For the second session 4 weeks later, participants chose either Visual Healing or Standard procedures. Primary outcomes were feasibility, safety, and tolerability of Visual Healing. Secondary and exploratory outcomes were changes in alcohol use, psychedelic effects, anxiety and stress. RESULTS: Nineteen of 20 (95%) randomized participants (mean age 49 ± 11 years, 60% female) completed the 14-week study. During the first psilocybin session, participants viewed an average of 37.9 min of the 42-min video and there were no video-related adverse events. Peak increase in post-psilocybin blood pressure was significantly less for participants randomly assigned to Visual Healing compared to Standard procedures. Alcohol use decreased significantly in both Visual Healing and Standard groups and psychedelic effects, stress, and anxiety were similar between groups. DISCUSSION: In this open-label pilot study, viewing Visual Healing videos during preparation and psilocybin dosing sessions was feasible, safe, and well-tolerated among participants with AUD. Preliminary findings suggest that Visual Healing has potential to reduce the cardiovascular risks of psychedelic therapy, without interfering with the psychedelic experience or alcohol-related treatment outcomes. Studies to replicate our findings as well as studies of different set and setting interventions with other psychedelic medications and indications are warranted.",1,1,0,0,0,0
3638,"Pharmacokinetics and Pharmacodynamics of Lysergic Acid Diethylamide Microdoses in Healthy Participants.^
""Microdoses"" of lysergic acid diethylamide (LSD) are used recreationally to enhance mood and cognition. Increasing interest has also been seen in developing LSD into a medication. Therefore, we performed a pharmacokinetic-pharmacodynamic study using very low doses of LSD. Single doses of LSD base (5, 10, and 20 µg) and placebo were administered in a double-blind, randomized, placebo-controlled crossover study in 23 healthy participants. Test days were separated by at least 5 days. Plasma levels of LSD and subjective effects were assessed up to 6 hours after administration. Pharmacokinetic parameters were determined using compartmental modeling. Concentration-subjective effect relationships were described using pharmacokinetic-pharmacodynamic modeling. Mean (95% confidence interval) maximal LSD concentrations were 151 pg/mL (127-181), 279 pg/mL (243-320), and 500 pg/mL (413-607) after 5, 10, and 20 µg LSD administration, respectively. Maximal concentrations were reached after 1.1 hours. The mean elimination half-life was 2.7 hours (1.5-6.2). The 5 µg dose of LSD elicited no significant acute subjective effects. The 10 µg dose of LSD significantly increased ratings of ""under the influence"" and ""good drug effect"" compared with placebo. These effects began an average of 1.1 hours after 10 µg LSD administration, peaked at 2.5 hours, and ended at 5.1 hours. The 20 µg dose of LSD significantly increased ratings of ""under the influence,"" ""good drug effects,"" and ""bad drug effects."" LSD concentrations dose-proportionally increased at doses as low as 5-20 µg and decreased with a half-life of 3 hours. The threshold dose of LSD base for psychotropic effects was 10 µg.",0,0,1,0,0,0
3650,"Subdissociative dose ketamine produces a deficit in manipulation but not maintenance of the contents of working memory.^
We investigated the effects of subdissociative dose ketamine on executive processes during a working memory task. A total of 11 healthy volunteers participated in a double-blind, placebo-controlled, randomized, within-subjects study. They attended on three occasions, receiving intravenous infusions of placebo, a lower ketamine dose, and a higher ketamine dose. On each occasion, they underwent a series of tasks engaging working memory function in verbal and visuo-spatial domains. Further tasks explored aspects of long-term memory, planning, attention, and perceptual processing. With respect to working memory/executive function, a highly specific pattern of impairment was observed. Impairments were seen only at the higher dose of ketamine and restricted to a subgroup of the verbal working memory tasks: While visuo-spatial working memory showed no evidence of impairment, and while simple maintenance processes during verbal working memory were also unimpaired, higher dose ketamine produced a significant impairment in the manipulation of information within working memory. This process-specific effect of ketamine was reflected in a drug-by-task interaction... (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1,0,1,0,0
4103,"Sleep, energy and self rated cognition across 7 nights following recreational ecstasy/MDMA use.^
Objective: This study aimed to prospectively assess self-rated sleep length and sleep quality in recreational MDMA users (n= 18, 13 male, 5 female, 19.5 yrs) for the 7 days following ecstasy consumption, and to compare them to alcohol drinking controls (n= 18, 7 male, 11 female, 20.2yrs). Method: Time of going to sleep, wake time, total sleep length, sleep quality, and self rated sleepiness, energy and cognition were assessed. Alcohol use each day was also reported. Ecstasy was consumed on night 1 for ecstasy users. Results: Ecstasy users reported significantly reduced sleep time on post-ecstasy nights 2, 3, 4 and 5. They experienced significantly reduced sleep quality on nights 1, 2, 3, 4 and 5. The severest sleep length and sleep quality decrements occurred on nights 2 and 3. Self-rated cognitive measures were significantly impaired on days 3, 4, 5 and 6. By day 7 all assessment measures were similar to the control group. When controlling for alcohol use on each day the sleep length and sleep quality differences between the groups remained significant and the interactions of night or day with group remained significant. Conclusions: Impairments in sleep, energy and self-rated cognitive measures occur for several nights and days following ecstasy use, but are not due to alcohol use across those days. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",0,1,0,0,0,0
4574,"Dissociation of ketamine effects on rule acquisition and rule implementation: possible relevance to NMDA receptor contributions to executive cognitive functions.^
BACKGROUND: The demands of the Wisconsin Card Sorting Test (WCST) change with experience. This report contains two studies designed to examine N-methyl-D-aspartate (NMDA) receptor contributions to the executive components of WCST performance. These aspects of WCST performance figure more prominently in the initial completion of this task than in subsequent task repetitions in healthy populations. METHODS: In the first study, healthy subjects (n = 15) completed the WCST on two occasions separated by 1 week. In the second study, healthy subjects (n = 22) completed two test days spaced by approximately 1 week, during which, they completed the WCST and other assessments after administration of the NMDA antagonist ketamine (intravenous bolus 0.26 mg/kg followed by infusion of 0.65 mg/kg/hour) or matched placebo. RESULTS: In the first study, subjects reduced the number of total and perseverative errors with a single repetition of the WCST. In the second study, ketamine significantly increased the number of total errors and the number and percent of perseverative errors on the first, but not the second test day. Similarly, it reduced the number of category criteria met on the first, but not second test day. Ketamine also increased distractibility, impaired recall, produced psychosis, altered perception, and had effects resembling the negative symptoms of schizophrenia. However, only WCST performance showed order dependency. CONCLUSIONS: This order dependency further implicates NMDA receptors in executive cognitive functions associated with the frontal cortex.",0,0,0,1,1,0
4785,"LSD-induced entropic brain activity predicts subsequent personality change.^
Personality is known to be relatively stable throughout adulthood. Nevertheless, it has been shown that major life events with high personal significance, including experiences engendered by psychedelic drugs, can have an enduring impact on some core facets of personality. In the present, balanced-order, placebo-controlled study, we investigated biological predictors of post-lysergic acid diethylamide (LSD) changes in personality. Nineteen healthy adults underwent resting state functional MRI scans under LSD (75µg, I.V.) and placebo (saline I.V.). The Revised NEO Personality Inventory (NEO-PI-R) was completed at screening and 2 weeks after LSD/placebo. Scanning sessions consisted of three 7.5-min eyes-closed resting-state scans, one of which involved music listening. A standardized preprocessing pipeline was used to extract measures of sample entropy, which characterizes the predictability of an fMRI time-series. Mixed-effects models were used to evaluate drug-induced shifts in brain entropy and their relationship with the observed increases in the personality trait openness at the 2-week follow-up. Overall, LSD had a pronounced global effect on brain entropy, increasing it in both sensory and hierarchically higher networks across multiple time scales. These shifts predicted enduring increases in trait openness. Moreover, the predictive power of the entropy increases was greatest for the music-listening scans and when ""ego-dissolution"" was reported during the acute experience. These results shed new light on how LSD-induced shifts in brain dynamics and concomitant subjective experience can be predictive of lasting changes in personality. Hum Brain Mapp 37:3203-3213, 2016. © 2016 Wiley Periodicals, Inc.",0,0,0,1,0,0
4798,"Ketamine as a novel treatment for major depressive disorder and bipolar depression: a systematic review and quantitative meta-analysis.^
OBJECTIVE: Given the significant disability, morbidity and mortality associated with depression, the promising recent trials of ketamine highlight a novel intervention. A meta-analysis was conducted to assess the efficacy of ketamine in comparison with placebo for the reduction of depressive symptoms in patients who meet criteria for a major depressive episode. METHOD: Two electronic databases were searched in September 2013 for English-language studies that were randomized placebo-controlled trials of ketamine treatment for patients with major depressive disorder or bipolar depression and utilized a standardized rating scale. Studies including participants receiving electroconvulsive therapy and adolescent/child participants were excluded. Five studies were included in the quantitative meta-analysis. RESULTS: The quantitative meta-analysis showed that ketamine significantly reduced depressive symptoms. The overall effect size at day 1 was large and statistically significant with an overall standardized mean difference of 1.01 (95% confidence interval 0.69-1.34) (P<.001), with the effects sustained at 7 days postinfusion. The heterogeneity of the studies was low and not statistically significant, and the funnel plot showed no publication bias. CONCLUSIONS: The large and statistically significant effect of ketamine on depressive symptoms supports a promising, new and effective pharmacotherapy with rapid onset, high efficacy and good tolerability.",1,1,0,0,0,0
4971,"Which neuroreceptors mediate the subjective effects of MDMA in humans? A summary of mechanistic studies.^
In preclinical studies, 3,4-methylenedioxymethamphetamine (MDMA, 'Ecstasy') has been shown to release serotonin (5-HT), dopamine and norepinephrine. However, the role of these neurotransmitters and their corresponding receptor sites in mediating the subjective effects of MDMA has not yet been studied in humans. Therefore, we investigated the effects of three different neuroreceptor pretreatments on the subjective, cardiovascular and adverse effects of MDMA (1.5 mg/kg orally) in 44 healthy human volunteers. Pretreatments were: the selective serotonin reuptake inhibitor citalopram (40 mg intravenously) in 16 subjects, the 5-HT(2) antagonist ketanserin (50 mg orally) in 14 subjects, and the D(2) antagonist haloperidol (1.4 mg intravenously) in 14 subjects. Each of these studies used a double-blind placebo-controlled within-subject design and all subjects were examined under placebo, pretreatment, MDMA and pretreatment plus MDMA conditions. Citalopram markedly reduced most of the subjective effects of MDMA, including positive mood, increased extraversion and self-confidence. Cardiovascular and adverse effects of MDMA were also attenuated by citalopram. Haloperidol selectively reduced MDMA-induced positive mood but had no effect on other subjective effects of MDMA or the cardiovascular or adverse responses to MDMA. Ketanserin selectively reduced MDMA-induced perceptual changes and emotional excitation. These results indicate that the overall psychological effects of MDMA largely depend on carrier-mediated 5-HT release, while the more stimulant-like euphoric mood effects of MDMA appear to relate, at least in part, to dopamine D(2) receptor stimulation. The mild hallucinogen-like perceptual effects of MDMA appear to be due to serotonergic 5-HT(2) receptor stimulation. Copyright 2001 John Wiley & Sons, Ltd.",0,1,0,1,0,0
5598,"Oral ketamine for depression: An updated systematic review.^
Objectives: Ketamine is a glutamate N-methyl-D-aspartate receptor antagonist that can be used to treat major depressive disorder by single or repeated infusions. However, the accessibility and scalability of oral ketamine make it preferred over intravenous ketamine. In this systematic review, we aim to evaluate the efficacy, tolerability, and safety of oral ketamine, esketamine and r-ketamine for unipolar and bipolar depression. Materials and methods: Electronic databases were searched from inception to September 2022 to identify relevant articles. Results: Twenty-two studies, including four randomized clinical trials (RCTs), one case series, six case reports, five open-label trials and six retrospective chart review studies involving 2336 patients with depression were included. All included studies reported significant improvement following ketamine administration. Ketamine was well tolerated without serious adverse events. However, RCTs had a high risk of bias due to analysis methods and adverse events monitoring. Ketamine dosage varied from 0.5 to 1.25 mg/kg. The frequency of administration was daily to monthly. Several important limitations were identified, most notably the small number of RCTs. Conclusions: Taken together, preliminary evidence suggests the potential for antidepressant effect of oral ketamine. However, further research with large sample size and long follow-up period is needed to better determine the antisuicidal effect and efficacy in treatment-resistant depression.",1,1,0,0,0,0
5936,"Increased use of ketamine for the treatment of depression: Benefits and concerns.^
Ketamine was initially used as an anesthetic which could induce cognitive impairment and psychomimetic effects. In initial randomized controlled trials (RCTs) that mostly included a small sample size and were investigator-initiated, ketamine reportedly exerted antidepressant effects 1 to 2 h after a single intravenous infusion in patients with major depressive episodes, particularly treatment-resistant depression (TRD). Interest in ketamine was reported in systematic reviews and meta-analyses, however, many were primarily focused on the rapid onset of ketamine effects without equal attention to its safety and tolerability. Furthermore, several meta-analyses were based on many duplicated RCTs. The initial trends emphasized the clinical utility of ketamine as an antidepressant. The development of esketamine nasal spray by a pharmaceutical company led to an RCT with a large sample size and segmented therapeutic strategy, which provided results applicable to patients with TRD in the real-world clinical environment. However, possible effects of ketamine on cognitive function have not yet been investigated in RCTs. In numerous studies, chronic, recreational use of ketamine reportedly substantially impaired cognitive function in most domains. Although results of several human and animal studies indicated the therapeutic use of ketamine for treatment of depression did not induce cognitive impairment, this issue should be further investigated. Based on the current knowledge about ketamine, future antidepressants are expected to be glutamatergic drugs without ketamine-like adverse events (e.g., psychomimetic symptoms and cognitive impairment), but having only ketamine-like therapeutic properties (e.g., rapid antidepressants effects without time lag).",1,1,0,0,0,0
6070,"The Effects of Psilocybin-Facilitated Experience on the Psychology and Effectiveness of Religious Professionals.^
This randomized‐controlled pilot study uses a wait‐list control design. A wait‐list design includes a control group that is assigned to a waiting list to receive an intervention after the active treatment group does. In this study, the active group will receive the psilocybin at weeks 5 and 9 and the wait‐list control group will receive psilocybin at weeks 30 and 34. The wait‐list control group serves the purpose of providing an untreated comparison for the active treatment group, while at the same time allowing the wait‐list participants an opportunity to obtain the intervention at a later date. This study's procedures include screening, preparatory meetings, psilocybin sessions, and follow‐up assessments. A large battery of behavioral and psychological measures will be assessed throughout. The study team will consent and enroll up to 86 subjects to obtain a total of 12 completer participants as well as 2‐3 family members or friends per study participant who can assess said completers on the Observer Rating Form (COM‐R). This number will account for screen‐failures and dropouts as well. The 12 participants will be randomly assigned to either an immediate participation group (N=6) or a 6‐month delayed participation group (N=6). Although statistical power calculations show that 12 participants will be sufficient to detect the major effects anticipated in this study, the sponsor of this study (The Council on Spiritual Practices) is concurrently funding Johns Hopkins University School of Medicine to conduct a methodologically identical study with 12 additional participants (IND #59009). This will permit the two sites to collaborate post study completion and combine the data from the two studies to provide statistical power to detect even more subtle effects of the psilocybin intervention. Twelve volunteers (6 from each group) will participate at Johns Hopkins and 12 at New York University. Randomization and data analysis will be conducted at New York University.",1,0,0,0,0,0
6268,"Safety and Tolerability of DMT in Healthy Adults.^
This is a double‐blind, randomized, placebo‐controlled crossover design. 25 participants will be evaluated, who will undergo two dosing sessions on the same day: with DMT (60 mg, inhaled) and with placebo (1 mg DMT, inhaled). Each session will last approximately 2 hours; the substance order will be randomized.",0,1,0,0,0,0
6295,"Inpatient Buprenorphine Induction With Psilocybin for Opioid Use Disorder.^
The proposed study is a double‐blind, controlled investigation of the effect of 1 high‐dose psilocybin (30 mg) session compared to a very low dose session (1 mg) following standard‐of‐care buprenorphine induction on drug abstinence, quality of life, craving, tobacco use, and treatment retention in healthy participants with an active OUD diagnosis. Use of buprenorphine follow standard of care, and the investigators are investigating the additive power of adjunctive psilocybin to enhance opioid abstinence, treatment adherence, quality of life, and mood. The study will consist of a brief (6‐8 day) inpatient phase for standard buprenorphine induction as well as experimental psilocybin administration, an 8‐week outpatient phase involving standard buprenorphine maintenance and experimental follow‐up meetings, and long‐term follow‐up sessions for 4 months after. During the inpatient phase, participants will be inducted onto sublingual (SL) buprenorphine (using a buprenorphine/naloxone combination product) while admitted to the Bayview Clinical Research Unit. During this time, participants will also undergo 2‐3 preparatory sessions, and will undergo an experimental drug administration session under supportive conditions, during which the participants will receive either a very low dose (1 mg) or a single high (30mg) oral dose of psilocybin under double‐blind conditions. At the end of the inpatient phase, participants will be discharged to complete the 8‐week outpatient phase, during which participants will undergo visits at 1, 2, 3, 4, 6, and 8 weeks post‐dosing session for monitoring of adverse events, clinical status, treatment adherence, and to receive a weekly supply of buprenorphine. All buprenorphine procedures will be open label and will follow standard‐of‐care practices. This trial utilizes a Bayesian sequential methodology, employing a maximum sample size of 90 participants and calculating Bayes factors (starting at 20 participants and assessed after each 10) to assess evidence for the null and experimental hypotheses, enabling potential early stopping for efficacy or futility based on predetermined thresholds (Bayes factor of 6 and 1/6). This will be calculated for the primary outcome of opioid abstinence at 8‐weeks",1,1,0,0,0,0
6361,"Clinical predictors of ketamine response in treatment-resistant major depression.^
OBJECTIVE: The N-methyl-D-aspartate receptor antagonist ketamine has rapid antidepressant effects in treatment-resistant major depressive disorder (MDD) and bipolar depression. Clinical predictors may identify those more likely to benefit from ketamine within clinically heterogeneous populations. METHOD: Data were analyzed from 4 studies of treatment-resistant inpatients with DSM-IV-TR-diagnosed MDD or bipolar I or II depression. Patients who were currently experiencing a moderate-to-severe major depressive episode were enrolled between November 2004 and March 2013. All subjects received a single subanesthetic (0.5 mg/kg) ketamine infusion over 40 minutes. Patients were analyzed at the 230-minute postinfusion time point (n = 108), at day 1 (n = 82), and at day 7 (n = 71). Univariate Pearson correlations were performed for each variable with percent change from baseline in the 17-item Hamilton Depression Rating Scale (HDRS). Multivariate linear regression was then conducted for statistically significant predictors (P ≤ .05, 2-tailed). RESULTS: Higher body mass index correlated with greater HDRS improvement at 230 minutes (standardized β = -0.30, P = .004) and at day 1 (standardized β = -0.37, P = .001), but not at day 7 (standardized β = -0.18, P = .10). Family history of an alcohol use disorder in a first-degree relative was associated with greater HDRS improvement at day 1 (standardized β = -0.27, P = .014) and day 7 (standardized β = -0.41, P < .001). No prior history of suicide attempt(s) was associated with greater improvement only at day 7 (standardized β = 0.28, P = .01). The overall statistical model explained 13%, 23%, and 36% of HDRS percent change variance at 230 minutes, day 1, and day 7, respectively. CONCLUSIONS: Despite its post hoc nature, this study identified several clinical correlates of ketamine's rapid and durable antidepressant effects. Further investigation of these relationships is critical for individualized treatment of depression.",1,0,0,0,0,0
6362,"Ketamine's antidepressant efficacy is extended for at least four weeks in subjects with a family history of an alcohol use disorder.^
BACKGROUND: A single subanesthetic infusion of the N-methyl-D-aspartate (NMDA) receptor antagonist ketamine has rapid and potent antidepressant properties in treatment-resistant major depressive disorder (TRD). As a family history of an alcohol use disorder is a positive predictor of ketamine's antidepressant response and the strength of the association increases over time, we hypothesized that depressed subjects with a family history of an alcohol use disorder would have greater antidepressant durability and that riluzole would augment and/or extend ketamine's antidepressant efficacy. METHODS: Fifty-two TRD subjects received an open-label infusion of ketamine (0.5mg/kg over 40 minutes), and, four to six hours post-infusion, were randomized to either flexible-dose (100-200mg/day) riluzole or placebo in the following proportions: Family History Positive (FHP) riluzole (n = 10), FHP placebo (n = 9), Family History Negative (FHN) riluzole (n = 16), and FHN placebo (n = 17). RESULTS: FHP subjects randomized to placebo had a greater antidepressant response than FHN subjects; however, contrary to our initial hypothesis, there was no significant difference in antidepressant efficacy with riluzole. Although potentially underpowered, there was no difference in overall time-to-relapse based on randomization status (riluzole responders: n = 15, placebo responders: n = 17). Yet, time-to-relapse was longer in FHP placebo responders (n = 8) compared to FHN placebo responders (n = 9) with, again, no significant difference in time-to-relapse in FHP riluzole responders (n = 6) compared to FHN riluzole responders (n = 9). CONCLUSIONS: Ketamine's extended antidepressant durability in FHP TRD should be considered in the design and analysis of ketamine depression trials.",1,0,0,0,0,0
6450,"Neural correlates of rapid antidepressant response to ketamine in bipolar disorder.^
OBJECTIVES: Ketamine, an N-methyl d-aspartate (NMDA) antagonist, has rapid antidepressant effects in depressed subjects with bipolar disorder (BD). Evidence supports a role for the glutamatergic system in the pathophysiology of BD. This double-blind, randomized, cross-over study sought to determine cerebral metabolic correlates of antidepressant response to ketamine. METHODS: Twenty-one subjects with BD currently in a depressed state underwent [(18) F]-fluorodeoxyglucose (FDG) positron emission tomography (PET) imaging after receiving a placebo infusion as well as after receiving a ketamine infusion. Metabolism was compared between ketamine and placebo infusions, and correlated with clinical response. Regional metabolic rate of glucose (rMRGlu) in regions of interest (ROIs) and Montgomery-Åsberg Depression Rating Scale (MADRS) scores were the main outcome measures. RESULTS: The study found that change in metabolism between sessions was significantly correlated with percentage change in MADRS scores in the right ventral striatum; subjects who showed the greatest improvement had the largest metabolic increase after ketamine infusion compared to placebo. In a voxel-wise analysis, subjects with BD had significantly lower glucose metabolism in the left hippocampus following the ketamine infusion than following the placebo infusion. In addition, metabolism in the subgenual anterior cingulate cortex (ACC) following the placebo infusion was positively correlated with percentage improvement in MADRS score following the ketamine infusion. CONCLUSIONS: Taken together, the results suggest that higher activity in the subgenual ACC may predict antidepressant response to ketamine. Ketamine administration altered glucose metabolism in areas known to be involved in mood disorders; these alterations may partially underlie ketamine's mechanism of action.",1,0,0,1,0,0
6451,"Synaptic potentiation and rapid antidepressant response to ketamine in treatment-resistant major depression: A replication study.^
Preclinical and clinical evidence has demonstrated that ketamine has rapid antidepressant effects. Studies using pre-treatment with an AMPA inhibitor suggest that enhancing AMPA throughput is crucial to ketamine's effects, including increases in both basal and evoked gamma power. This study sought to replicate previous findings of increased gamma response to a somatosensory stimulus at 230 min and Day 1 in ketamine responders versus non-responders in 31 depressed subjects and 25 healthy controls. A significant difference in peak gamma power was seen in the depressed ketamine responders versus non-responders. These results implicate AMPA throughput in ketamine's mechanism of antidepressant action.",0,0,0,1,0,0
6632,"Prevalence of self-reported adverse effects associated with drug use among nightclub and festival attendees, 2019–2022.^
Background: Research investigating adverse effects from drug use has focused extensively on poisonings and mortality. This study focuses on drug-related adverse effects not necessarily resulting in hospitalization or death among a population known for high prevalence of party drug use—electronic dance music (EDM) nightclub and festival attendees. Methods: Adults entering EDM venues were surveyed in 2019–2022 (n = 1952). Those reporting past-month use of a drug were asked whether they had experienced a harmful or very unpleasant effect after use. We examined 20 drugs and drug classes with a particular focus on alcohol, cannabis, cocaine, and ecstasy. Prevalence and correlates of adverse effects were estimated. Results: Almost half (47.6%) of adverse effects involved alcohol and 19.0% involved cannabis. 27.6% of those using alcohol reported an adverse effect, while 19.5%, 15.0%, and 14.9% of participants reported an effect from use of cocaine, ecstasy, and cannabis, respectively. Use of less prevalent drugs, such as NBOMe, methamphetamine, fentanyls, and synthetic cathinones, tended to be associated with higher prevalence of adverse effects. The most consistent risk factor was younger age, while past-month use of a greater number of drugs was often a protective factor against adverse effects. For most drugs, taking too much was the most common perceived reason for the adverse effect, and visiting a hospital after use was most prevalent among those experiencing an adverse effect from cocaine (11.0%). Conclusions: Adverse drug effects are common in this population and results can inform prevention and harm reduction in this population and the general population.",0,1,0,0,0,1
