dosage	id	context	text
25 mg	6196	a comparison between the psilocybin 25 mg vs control groups of a	"Frontline Clinician Psilocybin Study.^ 
 Aim 1 : To assess short‐ and longer‐term effects of psilocybin‐assisted psychotherapy ( PAP ) on symptoms of depression experienced by physicians and nurses with frontline work exposure in the COVID pandemic . Hypothesis 1.1 : Compared to active placebo , PAP will result in short term improvement in symptoms of depression 1 day and 1 week after the psilocybin dose session . Hypothesis 1.2 : Compared to active placebo , PAP will result in longer term improvement of symptoms of depression 4 weeks after the medication dosing session . The primary outcome will be a comparison between the psilocybin 25 mg vs control groups of a combination of depression symptoms measured at 4 weeks post medication dose session . 1.1.2 . Aim 2 : To explore short‐ and longer‐term effects of psilocybin‐assisted psychotherapy ( PAP ) on symptoms of burnout experienced by physicians and nurses with frontline work exposure in the COVID pandemic . Hypothesis 2.1 : Compared to active placebo , PAP will result in short term improvement in symptoms of burnout 1 day and 1 week after the psilocybin dose session ."
0.5 - mg / kg	1437	were enrolled and randomized to 0.5 - mg / kg ketamine , 0.2 - mg	"Cognitive function of patients with treatment - resistant depression after a single low dose of ketamine infusion.^ 
 BACKGROUND : Clinical and animal studies have reported conflicting results regarding the effect of ketamine on cognitive function , although increasing evidence supports a rapid and sustained antidepressant effect of a subanesthetic dose of ketamine infusion for patients with treatment - resistant depression ( TRD ) . However , the cognitive function before and after ketamine infusion was rarely investigated in patients with TRD . METHODS : A total of 71 adult patients with TRD were enrolled and randomized to 0.5 - mg / kg ketamine , 0.2 - mg / kg ketamine , or normal saline infusion groups . Depressive symptoms were measured using the Hamilton Depression Rating Scale at baseline and at different time points post ketamine infusion . Cognitive function was evaluated using working memory and go / no - go tasks at baseline , Day 3 , and Day 14 post ketamine infusion . RESULTS : A single low dose of ketamine infusion did not impair the cognitive function of patients with TRD . The paired t test revealed that patients with TRD receiving 0.5 mg / kg of ketamine infusion exhibited a slight improvement in sustained attention and response control measured using the go / no - go task at Day 14 post ketamine infusion . A significant association was also observed between depressive symptoms and cognitive function changes at Day 3 in the 0.5 - mg / kg ketamine infusion group . DISCUSSION : A 0.5 mg / kg dose of ketamine infusion was not harmful , but slightly beneficial , for the cognitive function of patients with TRD . Additional studies are necessary to elucidate the effects of repeated ketamine infusion on cognitive function ."
0.2 - mg / kg	1437	mg / kg ketamine , 0.2 - mg / kg ketamine , or normal saline	"Cognitive function of patients with treatment - resistant depression after a single low dose of ketamine infusion.^ 
 BACKGROUND : Clinical and animal studies have reported conflicting results regarding the effect of ketamine on cognitive function , although increasing evidence supports a rapid and sustained antidepressant effect of a subanesthetic dose of ketamine infusion for patients with treatment - resistant depression ( TRD ) . However , the cognitive function before and after ketamine infusion was rarely investigated in patients with TRD . METHODS : A total of 71 adult patients with TRD were enrolled and randomized to 0.5 - mg / kg ketamine , 0.2 - mg / kg ketamine , or normal saline infusion groups . Depressive symptoms were measured using the Hamilton Depression Rating Scale at baseline and at different time points post ketamine infusion . Cognitive function was evaluated using working memory and go / no - go tasks at baseline , Day 3 , and Day 14 post ketamine infusion . RESULTS : A single low dose of ketamine infusion did not impair the cognitive function of patients with TRD . The paired t test revealed that patients with TRD receiving 0.5 mg / kg of ketamine infusion exhibited a slight improvement in sustained attention and response control measured using the go / no - go task at Day 14 post ketamine infusion . A significant association was also observed between depressive symptoms and cognitive function changes at Day 3 in the 0.5 - mg / kg ketamine infusion group . DISCUSSION : A 0.5 mg / kg dose of ketamine infusion was not harmful , but slightly beneficial , for the cognitive function of patients with TRD . Additional studies are necessary to elucidate the effects of repeated ketamine infusion on cognitive function ."
0.5 mg / kg	1437	that patients with TRD receiving 0.5 mg / kg of ketamine infusion exhibited a	"Cognitive function of patients with treatment - resistant depression after a single low dose of ketamine infusion.^ 
 BACKGROUND : Clinical and animal studies have reported conflicting results regarding the effect of ketamine on cognitive function , although increasing evidence supports a rapid and sustained antidepressant effect of a subanesthetic dose of ketamine infusion for patients with treatment - resistant depression ( TRD ) . However , the cognitive function before and after ketamine infusion was rarely investigated in patients with TRD . METHODS : A total of 71 adult patients with TRD were enrolled and randomized to 0.5 - mg / kg ketamine , 0.2 - mg / kg ketamine , or normal saline infusion groups . Depressive symptoms were measured using the Hamilton Depression Rating Scale at baseline and at different time points post ketamine infusion . Cognitive function was evaluated using working memory and go / no - go tasks at baseline , Day 3 , and Day 14 post ketamine infusion . RESULTS : A single low dose of ketamine infusion did not impair the cognitive function of patients with TRD . The paired t test revealed that patients with TRD receiving 0.5 mg / kg of ketamine infusion exhibited a slight improvement in sustained attention and response control measured using the go / no - go task at Day 14 post ketamine infusion . A significant association was also observed between depressive symptoms and cognitive function changes at Day 3 in the 0.5 - mg / kg ketamine infusion group . DISCUSSION : A 0.5 mg / kg dose of ketamine infusion was not harmful , but slightly beneficial , for the cognitive function of patients with TRD . Additional studies are necessary to elucidate the effects of repeated ketamine infusion on cognitive function ."
0.5 - mg / kg	1437	at Day 3 in the 0.5 - mg / kg ketamine infusion group . DISCUSSION	"Cognitive function of patients with treatment - resistant depression after a single low dose of ketamine infusion.^ 
 BACKGROUND : Clinical and animal studies have reported conflicting results regarding the effect of ketamine on cognitive function , although increasing evidence supports a rapid and sustained antidepressant effect of a subanesthetic dose of ketamine infusion for patients with treatment - resistant depression ( TRD ) . However , the cognitive function before and after ketamine infusion was rarely investigated in patients with TRD . METHODS : A total of 71 adult patients with TRD were enrolled and randomized to 0.5 - mg / kg ketamine , 0.2 - mg / kg ketamine , or normal saline infusion groups . Depressive symptoms were measured using the Hamilton Depression Rating Scale at baseline and at different time points post ketamine infusion . Cognitive function was evaluated using working memory and go / no - go tasks at baseline , Day 3 , and Day 14 post ketamine infusion . RESULTS : A single low dose of ketamine infusion did not impair the cognitive function of patients with TRD . The paired t test revealed that patients with TRD receiving 0.5 mg / kg of ketamine infusion exhibited a slight improvement in sustained attention and response control measured using the go / no - go task at Day 14 post ketamine infusion . A significant association was also observed between depressive symptoms and cognitive function changes at Day 3 in the 0.5 - mg / kg ketamine infusion group . DISCUSSION : A 0.5 mg / kg dose of ketamine infusion was not harmful , but slightly beneficial , for the cognitive function of patients with TRD . Additional studies are necessary to elucidate the effects of repeated ketamine infusion on cognitive function ."
0.5 mg / kg	1437	group . DISCUSSION : A 0.5 mg / kg dose of ketamine infusion was	"Cognitive function of patients with treatment - resistant depression after a single low dose of ketamine infusion.^ 
 BACKGROUND : Clinical and animal studies have reported conflicting results regarding the effect of ketamine on cognitive function , although increasing evidence supports a rapid and sustained antidepressant effect of a subanesthetic dose of ketamine infusion for patients with treatment - resistant depression ( TRD ) . However , the cognitive function before and after ketamine infusion was rarely investigated in patients with TRD . METHODS : A total of 71 adult patients with TRD were enrolled and randomized to 0.5 - mg / kg ketamine , 0.2 - mg / kg ketamine , or normal saline infusion groups . Depressive symptoms were measured using the Hamilton Depression Rating Scale at baseline and at different time points post ketamine infusion . Cognitive function was evaluated using working memory and go / no - go tasks at baseline , Day 3 , and Day 14 post ketamine infusion . RESULTS : A single low dose of ketamine infusion did not impair the cognitive function of patients with TRD . The paired t test revealed that patients with TRD receiving 0.5 mg / kg of ketamine infusion exhibited a slight improvement in sustained attention and response control measured using the go / no - go task at Day 14 post ketamine infusion . A significant association was also observed between depressive symptoms and cognitive function changes at Day 3 in the 0.5 - mg / kg ketamine infusion group . DISCUSSION : A 0.5 mg / kg dose of ketamine infusion was not harmful , but slightly beneficial , for the cognitive function of patients with TRD . Additional studies are necessary to elucidate the effects of repeated ketamine infusion on cognitive function ."
0.5 mg / kg	8947	after patients received four ( 0.5 mg / kg ) infusions of racemic ketamine	"Anterior default mode network and posterior insular connectivity is predictive of depressive symptom reduction following serial ketamine infusion.^ 
 BACKGROUND : Ketamine is a rapidly - acting antidepressant treatment with robust response rates . Previous studies have reported that serial ketamine therapy modulates resting state functional connectivity in several large - scale networks , though it remains unknown whether variations in brain structure , function , and connectivity impact subsequent treatment success . We used a data - driven approach to determine whether pretreatment multimodal neuroimaging measures predict changes along symptom dimensions of depression following serial ketamine infusion . METHODS : Patients with depression ( n = 60 ) received structural , resting state functional , and diffusion MRI scans before treatment . Depressive symptoms were assessed using the 17 - item Hamilton Depression Rating Scale ( HDRS-17 ) , the Inventory of Depressive Symptomatology ( IDS - C ) , and the Rumination Response Scale ( RRS ) before and 24 h after patients received four ( 0.5 mg / kg ) infusions of racemic ketamine over 2 weeks . Nineteen unaffected controls were assessed at similar timepoints . Random forest regression models predicted symptom changes using pretreatment multimodal neuroimaging and demographic measures . RESULTS : Two HDRS-17 subscales , the HDRS-6 and core mood and anhedonia ( CMA ) symptoms , and the RRS : reflection ( RRSR ) scale were predicted significantly with 19 , 27 , and 1 % variance explained , respectively . Increased right medial prefrontal cortex / anterior cingulate and posterior insula ( PoI ) and lower kurtosis of the superior longitudinal fasciculus predicted reduced HDRS-6 and CMA symptoms following treatment . RRSR change was predicted by global connectivity of the left posterior cingulate , left insula , and right superior parietal lobule . CONCLUSIONS : Our findings support that connectivity of the anterior default mode network and PoI may serve as potential biomarkers of antidepressant outcomes for core depressive symptoms ."
25 mg	7468	evaluating the antidepressant effects of 25 mg oral psilocybin ( open label	"Antidepressant effects of psilocybin in the absence of psychedelic effects.^ 
 Presents a case report of 45 - year - old man with a long history of TRD failing to respond to several medications ( i.e. , sertraline , levomilnacipran , bupropion , mirtazapine , desvenlafaxine , duloxetine , venlafaxine , aripiprazole , vortioxetine , vilazodone , cannabis oil , trazodone , intranasal esketamine , and intravenous ketamine ) and multiple years of evidence - based psychotherapies . He was enrolled in an ongoing trial ( 3 ) evaluating the antidepressant effects of 25 mg oral psilocybin ( open label with all participants receiving psilocybin ) combined with brief supportive psychotherapy . He reported discontinuing all psychotropic medications 2 months prior to entering the trial . The patient provided written consent for this case report publication in addition to the consent provided for trial participation . This case suggests that the mechanism of antidepressant action of psilocybin may be independent of 5 - HT2A receptor activation and psychedelic effects . However , a single case report must be interpreted cautiously , and prospective clinical trials are needed to determine the potential 5- HT2A – independent antidepressant effects of psilocybin , with major implications for scalability and acceptability ( PsycInfo Database Record ( c ) 2023 APA , all rights reserved )"
0.3 mg / kg	3451	received a ketamine bolus of 0.3 mg / kg followed by 0.15 mg /	"Neurocognitive performance under combined regimens of ketamine - dexmedetomidine and ketamine - fentanyl in healthy adults : A randomised trial.^ 
 Analgesic doses of ketamine affects neurocognition ; however , deficits under co - administration regimens are unknown . This study evaluated the effects of ketamine , alone and in combination with dexmedetomidine or fentanyl on neurocognition . Using a randomised , within - subjects gender stratified design , 39 participants ( mean age = 28.4 , SD ± 5.8 ) received a ketamine bolus of 0.3 mg / kg followed by 0.15 mg / kg / h infusion of ketamine ( 3 h duration ) . At 1.5 h post - ketamine infusion commencement , participants received either : i ) 0.7 μg / kg / h infusion of dexmedetomidine ( n = 19 ) ( KET / DEX ) or ( ii ) three 25 μg fentanyl injections over 1.5 h ( n = 20 ) ( KET / FENT ) . Reaction and Movement time ( RTI , Simple and 5Choice ) , Visuospatial Working Memory ( SWM ) and Verbal Recognition Memory ( VRM ) were assessed using the Cambridge Neuropsychological Test Automated Battery ( CANTAB ) . Whole blood drug concentrations were determined during ketamine - only infusion , at co - administration ( KET / DEX or KET / FENT ) and at 2 - h post - treatment . Ketamine - only administration impaired psychomotor response speed ( Simple and 5Choice ) and impaired memory ( all p < .001 ) , however did not alter executive function abilities . Independent of sedation , co - administration of dexmedetomidine produced synergistic performance and memory deficits which persisted at post - treatment ( KET / DEX ) ( all p < .001 ) , and were comparatively greater than for KET / FENT ( all p < .05 ) . Ketamine , norketamine and dexmedetomidine concentrations were modestly associated with reduced psychomotor speed and accuracy ( all p < .05 ) , and an inverse relationship was found between blood concentrations of ketamine , norketamine and dexmedetomidine and performance on memory tasks . Co - administration of ketamine with dexmedetomidine but not with fentanyl exerts synergistic effects on psychomotor performance and memory without executive dysfunction . Assessment of these effects in clinical groups is warranted . ( PsycINFO Database Record ( c ) 2019 APA , all rights reserved )"
0.15 mg / kg / h	3451	mg / kg followed by 0.15 mg / kg / h infusion of ketamine ( 3	"Neurocognitive performance under combined regimens of ketamine - dexmedetomidine and ketamine - fentanyl in healthy adults : A randomised trial.^ 
 Analgesic doses of ketamine affects neurocognition ; however , deficits under co - administration regimens are unknown . This study evaluated the effects of ketamine , alone and in combination with dexmedetomidine or fentanyl on neurocognition . Using a randomised , within - subjects gender stratified design , 39 participants ( mean age = 28.4 , SD ± 5.8 ) received a ketamine bolus of 0.3 mg / kg followed by 0.15 mg / kg / h infusion of ketamine ( 3 h duration ) . At 1.5 h post - ketamine infusion commencement , participants received either : i ) 0.7 μg / kg / h infusion of dexmedetomidine ( n = 19 ) ( KET / DEX ) or ( ii ) three 25 μg fentanyl injections over 1.5 h ( n = 20 ) ( KET / FENT ) . Reaction and Movement time ( RTI , Simple and 5Choice ) , Visuospatial Working Memory ( SWM ) and Verbal Recognition Memory ( VRM ) were assessed using the Cambridge Neuropsychological Test Automated Battery ( CANTAB ) . Whole blood drug concentrations were determined during ketamine - only infusion , at co - administration ( KET / DEX or KET / FENT ) and at 2 - h post - treatment . Ketamine - only administration impaired psychomotor response speed ( Simple and 5Choice ) and impaired memory ( all p < .001 ) , however did not alter executive function abilities . Independent of sedation , co - administration of dexmedetomidine produced synergistic performance and memory deficits which persisted at post - treatment ( KET / DEX ) ( all p < .001 ) , and were comparatively greater than for KET / FENT ( all p < .05 ) . Ketamine , norketamine and dexmedetomidine concentrations were modestly associated with reduced psychomotor speed and accuracy ( all p < .05 ) , and an inverse relationship was found between blood concentrations of ketamine , norketamine and dexmedetomidine and performance on memory tasks . Co - administration of ketamine with dexmedetomidine but not with fentanyl exerts synergistic effects on psychomotor performance and memory without executive dysfunction . Assessment of these effects in clinical groups is warranted . ( PsycINFO Database Record ( c ) 2019 APA , all rights reserved )"
84 mg	1237	the efficacy of intranasal esketamine 84 mg compared with intranasal placebo in	"A novel study design to evaluate the rapid reduction of the symptoms of major depressive disorder , including suicidal ideation , in subjects assessed to be at imminent risk for suicide.^ 
 Background : Major depressive disorder ( MDD ) is associated with an elevated rate of mortality , primarily due to suicide . The risk of suicide in those with MDD is about 20 times that of the general population , with approximately half of all suicides occurring in depressed individuals . While conventional antidepressants are often effective in treating depressive symptoms including suicidal ideation ( SI ) , their delayed onset of action significantly limits their utility in the treatment of patients with MDD who are at imminent risk of for suicide . Recently , several studies of ketamine and esketamine have demonstrated that these agents can improve symptoms of depression in individuals with MDD within hours of administration . Additionally , preliminary studies of ketamine suggest it may have a similarly rapid effect in significantly reducing SI in subjects with MDD . As such , Janssen R&D is developing intranasal esketamine for the rapid reduction of the symptoms of MDD , including SI , in patients who are assessed to be at imminent risk for suicide . The pursuit of this novel indication has required the development of an innovative study design that allows for the detection of rapid symptom change , and addresses the safety and ethical concerns of studying an acutely suicidal patient population . This poster will discuss the design and implementation of PeRSEVERe ( ESKETINSUI2001 ) , an ongoing proof‐of‐concept study to evaluate the efficacy and safety of intranasal esketamine in subjects with MDD who are assessed to be at imminent risk for suicide . Methods : PeRSEVERe is an ongoing 12‐week , randomized , double‐blind , placebo‐controlled , multicenter Phase 2 study of intranasal esketamine in 70 adult subjects with MDD who are assessed to be at imminent risk for suicide . Eligible subjects must have active suicidal ideation and intent , and be in need of psychiatric hospitalization . The primary objective is to evaluate the efficacy of intranasal esketamine 84 mg compared with intranasal placebo in reducing the symptoms of MDD , including SI , in subjects who are assessed to be at imminent risk for suicide , as measured by the change from baseline on the MADRS total score at 4 hours post‐dose on Day 1 . Secondary efficacy objectives include the assessment of single and repeated doses of intranasal esketamine compared with intranasal placebo on the clinician 's assessment of suicide risk as measured by the Clinical Global Judgment of Suicide Risk from the Suicide Ideation and Behavior Assessment Tool , and the subject 's report of the severity in suicidal ideation as measured by the Beck Scale for Suicide Ideation , through the end of the double‐blind treatment and follow‐up phases . Additionally , the study evaluates response rates ( ≥ 50 % reduction in MADRS total score from baseline , with onset by Day 1 sustained through the end of the double‐blind treatment phase ) across treatment groups . Safety objectives include the assessment of dissociative and psychosis‐like symptoms , sedation , nasal tolerability , vital signs and suicidal thinking and behavior . The study consists of a 24‐48 hour screening evaluation performed prior to the Day 1 intranasal dose , immediately followed by a 25‐day double blind treatment phase , and a 56‐day follow up phase . Given the vulnerability of the patient population , the study is being conducted in the context of standard clinical care , with all subjects receiving standard antidepressant medication and initial in‐patient hospitalization . Results : PeRSEVERe is the first large‐scale , prospective , placebo‐controlled trial of a rapidly acting antidepressant in subjects with MDD who are assessed to be at imminent risk for suicide . The study is being conducted in the United States and is currently ongoing , with over 70 % of subjects enrolled . Details and rationale for the study design , outcome measures , and key efficacy times points will be discussed . Additionally , key operational insights and challenges unique to the study of a rapidly acting antidepressant in a suicidal patient population will e highlighted . Conclusions : PeRSERVERe employs innovative clinical trial methodology in a Phase 2 study for a novel indication , in a vulnerable patient population‐i.e . the rapid reduction of symptoms of MDD , including SI , in subjects assessed to be at imminent risk for suicide . Should this approach prove successful in Phase 2 , similar methods will be considered in the design of subsequent pivotal trials of esketamine , and possibly other rapidly acting antidepressants . Results of PeRSERVERe are expected to be available in 2016 ."
50 μg	9151	with 24 healthy volunteers receiving 50 μg lysergic acid diethylamide ( LSD	"LSD , afterglow and hangover : Increased episodic memory and verbal fluency , decreased cognitive flexibility.^ 
 Psychedelics acutely impair cognitive functions , but these impairments decline with growing experiences with psychedelics and microdoses may even exert opposing effects . Given the recent evidence that psychedelics induce neuroplasticity , this explorative study aimed at investigating the potential of psychedelics to sub - acutely change cognition . For this , we applied a randomized , double - blind , placebo - controlled , crossover study with 24 healthy volunteers receiving 50 μg lysergic acid diethylamide ( LSD ) or an inactive placebo . Sub - acute changes in cognition were measured 24 h after dosing , including memory ( Rey - Osterrieth Complex Figure , ROCF ; 2D Object - Location Memory Task , OLMT ; Rey Auditory - Verbal Learning Test , RAVLT ) , verbal fluency ( phonological ; semantic ; switch ) , design fluency ( basic ; filter ; switch ) , cognitive flexibility ( Wisconsin Card Sorting Test , WCST ) , sustained and switching attention ( Trail Making Test , TMT ) , inhibitory control ( Stroop Task ) and perceptual reasoning ( Block Design Test , BDT ) . The results show that when compared to placebo and corrected for Body Mass Index ( BMI ) and abstinence period from psychedelics , LSD sub - acutely improved visuospatial memory ( ROCF immediate recall points and percentage , OLMT consolidation percentage ) and phonological verbal fluency and impaired cognitive flexibility ( WCST : fewer categories achieved ; more perseveration , errors and conceptual level responses ) . In conclusion , the low dose of LSD moderately induced both "" afterglow "" and "" hangover "" . The improvements in visuospatial memory and phonological fluency suggest that LSD - assisted therapy should be explored as a novel treatment perspective in conditions involving memory and language declines such as brain injury , stroke or dementia ."
0.5 mg / kg	6366	received a single subanesthetic ( 0.5 mg / kg ) ketamine infusion . Dissociative	"Features of dissociation differentially predict antidepressant response to ketamine in treatment - resistant depression.^ 
 BACKGROUND : Ketamine induces rapid and robust antidepressant effects , and many patients also describe dissociation , which is associated with antidepressant response . This follow - up study investigated whether antidepressant efficacy is uniquely related to dissociative symptom clusters . METHODS : Treatment - resistant patients with major depressive disorder ( MDD ) or bipolar disorder ( BD ) ( n = 126 ) drawn from three studies received a single subanesthetic ( 0.5 mg / kg ) ketamine infusion . Dissociative effects were measured using the Clinician - Administered Dissociative States Scale ( CADSS ) . Antidepressant response was measured using the 17 - item Hamilton Depression Rating Scale ( HAM - D ) . A confirmatory factor analysis established the validity of CADSS subscales ( derealization , depersonalization , amnesia ) , and a general linear model with repeated measures was fitted to test whether subscale scores were associated with antidepressant response . RESULTS : Factor validity was supported , with a root mean square error of approximation of .06 , a comparative fit index of .97 , and a Tucker - Lewis index of .96 . Across all studies and timepoints , the depersonalization subscale was positively related to HAM - D percent change . A significant effect of derealization on HAM - D percent change was observed at one timepoint ( Day 7 ) in one study . The amnesia subscale was unrelated to HAM - D percent change . LIMITATIONS : Possible inadequate blinding ; combined MDD / BD datasets might have underrepresented ketamine 's antidepressant efficacy ; the possibility of Type I errors in secondary analyses . CONCLUSIONS : From a psychometric perspective , researchers may elect to administer only the CADSS depersonalization subscale , given that it was most closely related to antidepressant response . From a neurobiological perspective , mechanistic similarities may exist between ketamine - induced depersonalization and antidepressant response , although off - target effects can not be excluded ."
1.5 mg / kg	518	study during which they received 1.5 mg / kg oral MDMA and placebo .	"Intimate insight : MDMA changes how people talk about significant others.^ 
 RATIONALE : ±3,4 - methylenedioxymethamphetamine ( MDMA ) is widely believed to increase sociability . The drug alters speech production and fluency , and may influence speech content . Here , we investigated the effect of MDMA on speech content , which may reveal how this drug affects social interactions . METHOD : Thirty - five healthy volunteers with prior MDMA experience completed this two - session , within - subjects , double - blind study during which they received 1.5 mg / kg oral MDMA and placebo . Participants completed a five - minute standardized talking task during which they discussed a close personal relationship ( e.g. a friend or family member ) with a research assistant . The conversations were analyzed for selected content categories ( e.g. words pertaining to affect , social interaction , and cognition ) , using both a standard dictionary method ( Pennebaker 's Linguistic Inquiry and Word Count : LIWC ) and a machine learning method using random forest classifiers . RESULTS : Both analytic methods revealed that MDMA altered speech content relative to placebo . Using LIWC scores , the drug increased use of social and sexual words , consistent with reports that MDMA increases willingness to disclose . Using the machine learning algorithm , we found that MDMA increased use of social words and words relating to both positive and negative emotions . CONCLUSIONS : These findings are consistent with reports that MDMA acutely alters speech content , specifically increasing emotional and social content during a brief semistructured dyadic interaction . Studying effects of psychoactive drugs on speech content may offer new insights into drug effects on mental states , and on emotional and psychosocial interaction ."
0.17 mg / kg	5378	and demonstrated that psilocybin ( 0.17 mg / kg ) induced region - dependent	"Me , myself , bye : regional alterations in glutamate and the experience of ego dissolution with psilocybin.^ 
 There is growing interest in the therapeutic utility of psychedelic substances , like psilocybin , for disorders characterized by distortions of the self - experience , like depression . Accumulating preclinical evidence emphasizes the role of the glutamate system in the acute action of the drug on brain and behavior ; however this has never been tested in humans . Following a double - blind , placebo - controlled , parallel group design , we utilized an ultra - high field multimodal brain imaging approach and demonstrated that psilocybin ( 0.17 mg / kg ) induced region - dependent alterations in glutamate , which predicted distortions in the subjective experience of one 's self ( ego dissolution ) . Whereas higher levels of medial prefrontal cortical glutamate were associated with negatively experienced ego dissolution , lower levels in hippocampal glutamate were associated with positively experienced ego dissolution . Such findings provide further insights into the underlying neurobiological mechanisms of the psychedelic , as well as the baseline , state . Importantly , they may also provide a neurochemical basis for therapeutic effects as witnessed in ongoing clinical trials ."
0.3 mg / kg	6558	yr olds were challenged with 0.3 mg / kg ketamine . Ss were then	"The effects of a sub - anaesthetic dose of ketamine on human selective attention.^ 
 Tested the hypothesis that a sub - anaesthetic dose of the noncompetitive N - methyl - D - aspartate ( NMDA ) antagonist , ketamine , would induce psychophysiological and selective attention anomalies in healthy Ss that are commonly observed in schizophrenic patients . In a double - blind randomized placebo - controlled design , 18 healthy male 20–28 yr olds were challenged with 0.3 mg / kg ketamine . Ss were then tested in a selective attention task in which standard ( 80 % ) and deviant tones ( 20 % ) of either 1000 or 1100 Hz were evenly presented to the left or right ear . Stimulus duration was 50 ms and the interstimulus intervals were randomized between 1750 and 2150 ms . The S was instructed to push a button as quickly as possible after hearing the deviant tone in a specified ear . Ketamine did not alter selective attention task performance of the Ss , but did reduce processing negativity and the P300 amplitude ( both in general and to deviant stimuli in particular ) , enhanced the N100 amplitude to deviant stimuli , and did not effect mismatch negativity . Ketamine induces some of the attentional deficits in healthy Ss that are observed in schizophrenics , suggesting that reduced glutamatergic activity in the brain may be involved in some of the symptoms of schizophrenia . ( PsycINFO Database Record ( c ) 2016 APA , all rights reserved )"
0.3 mg / kg	8089	) followed by psilocybin ( 0.3 mg / kg ) ( n = 15	"Psilocybin - assisted therapy for major depressive disorder : An exploratory placebo - controlled , fixed - order trial.^ 
 BACKGROUND : Several early phase studies have demonstrated that psilocybin - assisted therapy has rapid - acting and persisting antidepressant effects from just one or two doses . However , methodological limitations ( e.g. , placebo - control , blinding ) limit interpretability of the existing literature . METHODS : In an exploratory placebo - controlled , within - subject , fixed - order study , individuals with moderate to severe major depressive disorder were administered placebo ( n = 19 ) followed by psilocybin ( 0.3 mg / kg ) ( n = 15 ) 4 weeks later . Dosing sessions were embedded within an manualized course of psychotherapy . Enhanced blinding procedures were used . Depression , anxiety , and quality of life were measured over a 16 - week study period . RESULTS : Depression and anxiety significantly improved following both placebo and psilocybin with no significant difference in the degree of change between the two conditions . However , antidepressant effect sizes were larger after psilocybin ( d ' = 1.02 - 2.27 ) than after placebo ( d ' = 0.65 - 0.99 ) and there were high rates of response ( 66.7 % ) and remission ( 46.7 % ) following psilocybin administration . Antidepressant effects following psilocybin persisted , on average , for 2 months and there were persisting improvements in mood - related quality of life domains . The strength of mystical - type experience during psilocybin dosing was not correlated with subsequent antidepressant effects . CONCLUSIONS : The results of this exploratory study highlight the complex interplay between expectancy , therapy effects , and drug / placebo effects in psychedelic - assisted psychotherapy studies . Nonetheless , the acute and persisting clinical improvements observed following psilocybin support further study of its potential in the treatment of major depression . Future studies should more explicitly mitigate and measure expectancy effects and assess the impact of repeated dosing and different forms of psychotherapeutic support ."
0.1 mg / kg	5997	midazolam was combined with ketamine 0.1 mg / kg and in the second group	"Comparison of the effect of low dose ketamine plus dexmedetomidine vs low dose ketamine plus midazolam on hemodynamic changes and pain in electroconvulsive therapy.^ 
 Background : Currently , electroconvulsive therapy ( ECT ) is used as an effective treatment method in many psychiatric disorders . The basis of a successful electroshock session is to create a seizure with the precise intensity , quality and duration . In addition to the appropriate method of shock induction , appropriate anesthesia methods should be used to cause such seizures . The present study compared a combination of low - dose ketamine and dexmedetomidine ( Ketodex ) with a combination of low - dose ketamine and midazolam ( Ketomid ) on hemodynamic changes in electroshocks applied to patients referred from the psychiatric ward . Methodology : This study was a randomized triple - blind clinical trial performed after obtaining permission from the Medical Ethics Committee of the Isfahan University of Medical Sciences . For this purpose , 70 patients were selected for electroshock therapy and randomly distributed into two groups of 35 people . In the first group , 0.04 mg / kg midazolam was combined with ketamine 0.1 mg / kg and in the second group , 0.5 μg / kg dexmedetomidine with 0.1 mg / kg ketamine . The patients were placed under complete cardiovascular monitoring . Hemodynamic changes of patients were measured and recorded before injection , after injection , after shock , and at 5 and 10 min after the end of seizures . Results : In this study , 70 patients who were candidates for receiving ECT were equally divided into two groups of 35 : one group received a mixture of Ketodex and the second group a combination of Ketomid . The two study groups showed no significant difference in terms of systolic pressure ( P = 0.883 ) , diastolic ( P = 0.443 ) , mean arterial pressure ( P = 0.443 ) , oxygen saturation ( P = 0.018 ) , and heart rate ( P = 0.286 ) . Complications such as headache , muscular pain ( P = 0.01 ) , bradycardia , nausea and vomiting were reported in the dexmedetomidine and ketamine groups . Conclusion : Our study showed that although systolic , diastolic and mean arterial blood pressure , heart rate and oxygen saturation were significantly reduced in both study groups , no significant difference was observed between the two groups in terms of hemodynamic changes and neither drug group in our study population was different from the other in terms of these parameters . In addition , neither option was superior to the other . However , due to the fact that complications such as headache , muscular pain , bradycardia , nausea and vomiting were reported in the dexmedetomidine and ketamine groups , the combination of midazolam and ketamine appeared to be a more appropriate combination in patients undergoing electroconvulsive therapy ."
