"id","text","labels"
"6015","Interaction Between Duloxetine and 3,4-Methylenedioxymethamphetamine (MDMA, Ecstasy).^\n3,4‐methylenedioxymethamphetamine (MDMA, ""ecstasy"") is widely used by young people for its euphoric effects. MDMA releases serotonin (5‐HT), norepinephrine (NE), and dopamine through an interaction with the corresponding presynaptic monoamine uptake transporter. 5‐HT transport inhibitors block MDMA‐induced 5‐HT release in vitro or in animals and also attenuate the subjective and cardiovascular response to MDMA in humans. NE transport inhibitors similarly prevent the MDMA‐induced release of NE in cell assays and attenuate behavioral effects of MDMA in animals. Effects of the NE transporter inhibitor reboxetine on the response to MDMA in humans are currently investigated. Here we suggest evaluating effects of pretreatment with the combined 5‐HT and NE transport blocker duloxetine on the pharmacodynamics and pharmacokinetics of MDMA. The study will use a randomized double‐blind cross‐over design with four experimental sessions. Duloxetine (120 mg) or placebo will be administered 16 h and 4 h before the administration of MDMA (125 mg) or placebo to 16 healthy volunteers. Subjective and cardiovascular responses and plasma samples for pharmacokinetics will be repeatedly assessed throughout the experiments.","[0, 0, 1, 1, 0, 0]"
"6103","A Multi-Site Study of MDMA-Assisted Psychotherapy for PTSD.^\nPTSD is a serious debilitating disorder that negatively impacts a person's daily life. PTSD is a stress‐related psychiatric condition that may occur following a traumatic event such as war, disaster, sexual abuse, violence, terrorism, and accidents. PTSD negatively impacts a person's daily life, resulting in relationship difficulties, difficulty in finding and maintaining a job, reduced cognitive and psychosocial functioning, substance abuse, high‐cost healthcare use, and increased depression and suicide risk. Available PTSD treatments, including medications and therapy, effectively treat only a fraction of people who try them for adequate dose and duration. People with PTSD can be treated with psychotherapies and pharmacotherapies. In the past decade, there has been a growing amount of research into medications and other methods that may augment the effectiveness of psychotherapy for PTSD 3,4‐methylenedioxymethamphetamine (MDMA) is a drug that releases serotonin, norepinephrine and dopamine in the brain and indirectly increases levels of the neurohormones oxytocin, arginine vasopressin and cortisol. The combined neurobiological effects of MDMA increase compassion, reduce defenses and fear of emotional injury, and enhance communication and introspection. MDMA produces anxiolytic and prosocial effects, which counteract avoidance and hyperarousal in the context of therapy. A combined treatment of MDMA and psychotherapy may be especially useful for treating PTSD. This multi‐site, double‐blind, randomized Phase 3 study assesses the efficacy and safety of MDMA‐assisted psychotherapy versus psychotherapy with placebo control in participants diagnosed with at least severe posttraumatic stress disorder (PTSD). The study will be conducted in N ≈ 100 participants. Participants will be enrolled in one of two groups at a 1:1 ratio. A flexible dose of MDMA or placebo, followed by a supplemental half‐dose unless contraindicated, is administered during the Treatment Period with manualized psychotherapy in three monthly Experimental Sessions. This 12‐week Treatment Period is preceded by three Preparatory Sessions. During the Treatment Period, each Experimental Session is followed by three Integrative Sessions of non‐drug psychotherapy. The Primary Outcome measure is change in Clinician Administered PTSD Scale for DSM 5 (CAPS‐5) from Baseline. Exploratory measures will address specific symptoms, or behavior that is sometimes related to PTSD. Drug safety will be assessed by measuring blood pressure, heart rate and body temperature during experimental sessions, collecting adverse events and measuring suicidal thoughts or behaviors with the Columbia Suicide Severity Rating Scale (CSSRS). This study will compare the effects of three manualized Experimental Sessions of psychotherapy supported by assisted by flexible doses of MDMA versus placebo. Initial doses per Experimental Session include 80 mg or 120 mg of MDMA compounded with mannitol and magnesium stearate or placebo alone (mannitol and magnesium stearate), followed 1.5 to 2 hours later by a supplemental half‐dose (40 or 60 mg). Total amounts of MDMA to be administered per Experimental Session range from 80 mg to 180","[1, 1, 0, 0, 0, 0]"
"6221","Assessing SLS-002 (Intranasal Racemic Ketamine) in Adults With Major Depressive Disorder at Imminent Risk of Suicide.^\nThis Phase 2, multicenter, 2‐part study in adult subjects diagnosed with MDD at imminent risk of suicide will evaluate the efficacy, safety, and tolerability of intranasally (IN) administered SLS‐002 (IN spray) plus SOC. In Part 1, 16 subjects will receive open‐label SLS‐002 (90 mg). Part 2 of the study is double‐blind and 220 subjects will be randomized 1:1 to receive either SLS‐002 (90 mg) or matching placebo. The Johns Hopkins Hospital Department of Psychiatry and Behavioral Sciences will be working with Seelos Therapeutics on Part 2 of the study with an estimated enrollment of 10 participants. After admission to the emergency room or hospital, each subject will participate in a 1‐ to 2‐day screening phase, a 16‐day treatment phase including standard of care during which study drug will be administered 2 times per week for a total of 5 doses, and a 2‐week safety follow‐up phase for a total of up to 5 weeks of study participation. Subjects will be treated as inpatients for approximately 7 days (including screening), and assuming the subject meets readiness for discharge criteria, will be discharged on Day 6 to continue the trial as outpatients, provided it is clinically appropriate to do so.","[1, 1, 0, 0, 0, 0]"
"6855","Psychiatric safety of ketamine in psychopharmacology research.^\nRATIONALE: A growing number of investigators are studying ketamine effects in healthy human subjects, but concerns remain about its safety as a research tool. Therefore, it is timely to revisit the safety of subanesthetic doses of ketamine in experimental psychopharmacology studies. OBJECTIVE: To report on the safety of laboratory studies with subanesthetic doses of ketamine in healthy humans using an existing dataset. MATERIALS AND METHODS: Medically healthy subjects with no personal or familial Axis I psychotic spectrum disorders were administered subanesthetic doses of ketamine by intravenous infusion in a series of clinical investigations from 1989 to 2005. The safety of ketamine administration was monitored in these subjects. RESULTS: Four hundred and fifty subjects received at least one dose of active ketamine. Eight hundred and thirty three active ketamine and 621 placebo infusions were administered. Ten adverse mental status events were documented in nine subjects/infusions that were deemed related to ketamine administration (2% of subjects, 1.45% of infusions). All but one adverse reaction resolved by the end of the test session. The side effects in the remaining individual were no longer clinically significant within 4 days of the test session. No residual sequelae were observed. CONCLUSION: Ketamine administration at subanesthetic doses appears to present an acceptable level of risk for carefully screened populations of healthy human subjects in the context of clinical research programs that intensively monitor subjects throughout their study participation.","[0, 1, 0, 0, 0, 0]"
"7174","Altered State of Consciousness and Mental Imagery as a Function of N, N-dimethyltryptamine Concentration in Ritualistic Ayahuasca Users.^\nConsumption of the psychedelic brew ayahuasca is a central ritualistic aspect of the Santo Daime religion. The current observational, baseline controlled study was designed to assess whether members (n = 24) of the Santo Daime church would show enhanced capacity for mental imagery during an ayahuasca experience. In addition, this study assessed whether the effects of ayahuasca on consciousness and mental imagery were related to peak serum concentration of N, N-dimethyltryptamine (DMT), the main psychoactive component. Measures of altered states of consciousness (5-Dimensional Altered States of Consciousness Questionnaire) and ego dissolution (Ego Dissolution Inventory [EDI]) as well as measures of mental imagery (visual perspective shifting, vividness of visual imagery, cognitive flexibility, associative thinking) were taken on two subsequent days on which members of Santo Daime were sober or drank a self-selected volume of ayahuasca. Measures of altered states of consciousness revealed that feelings of oceanic boundlessness, visual restructuralization, and EDI increased most prominently after drinking and shared a positive correlation with peak DMT concentration. Measures of mental imagery did not noticeably differ between the baseline and ayahuasca condition, although subjective ratings of cognitive flexibility were lower under ayahuasca. Two measures related to mental imagery, that is, perspective shifts and cognitive flexibility, were significantly correlated to peak DMT concentrations. Peak concentrations of DMT and other alkaloids did not correlate with ayahuasca dose. These findings confirm previous notions that the primary phenomenological characteristics of ayahuasca are driven by DMT. Compensatory or neuroadaptive effects associated with long-term ayahuasca intake may have mitigated the acute impact of ayahuasca in Santo Daime members on mental imagery.","[0, 0, 1, 1, 0, 0]"
"7190","Attenuation of ketamine-induced impairment in verbal learning and memory in healthy volunteers by the AMPA receptor potentiator PF-04958242.^\nThere is a need to develop treatments for cognitive impairment associated with schizophrenia (CIAS). The significant role played by N-methyl-D-aspartate receptors (NMDARs) in both the pathophysiology of schizophrenia and in neuronal plasticity suggests that facilitation of NMDAR function might ameliorate CIAS. One strategy to correct NMDAR hypofunction is to stimulate α-amino-3- hydroxy-5-methyl-4-isoxazolepropionic acid receptors (AMPARs) as AMPAR and NMDAR functioning are coupled and interdependent. In rats and nonhuman primates (NHP), AMPAR potentiators reduce spatial working memory deficits caused by the nonselective NMDAR antagonist ketamine. The current study assessed whether the AMPAR potentiator PF-04958242 would attenuate ketamine-induced deficits in verbal learning and memory in humans. Healthy male subjects (n = 29) participated in two randomized treatment periods of daily placebo or PF-04958242 for 5 days separated by a washout period. On day 5 of each treatment period, subjects underwent a ketamine infusion for 75 min during which the effects of PF-04958242/placebo were assessed on ketamine-induced: (1) impairments in verbal learning and recall measured by the Hopkins Verbal Learning Test; (2) impairments in working memory on a CogState battery; and (3) psychotomimetic effects measured by the Positive and Negative Syndrome Scale and Clinician-Administered Dissociative Symptoms Scale. PF-04958242 significantly reduced ketamine-induced impairments in immediate recall and the 2-Back and spatial working memory tasks (CogState Battery), without significantly attenuating ketamine-induced psychotomimetic effects. There were no pharmacokinetic interactions between PF-04958242 and ketamine. Furthermore, PF-04958242 was well tolerated. ‘High-impact’ AMPAR potentiators like PF-04958242 may have a role in the treatment of the cognitive symptoms, but not the positive or negative symptoms, associated with schizophrenia. The excellent concordance between the preclinical (rat, NHP) and human studies with PF-04958242, and in silico modeling of AMPAR–NMDAR interactions in the hippocampus, highlights the translational value of this study. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","[0, 0, 1, 1, 1, 0]"
"7860","Debunking the myth of 'Blue Mondays': No evidence of affect drop after taking clinical MDMA.^\nBACKGROUND: Incorporating 3,4-methylenedioxymethamphetamine (MDMA) as an adjunct to psychotherapy has shown promise in recent years for treating various mental health conditions, particularly those involving trauma. However, concerns about declines in mood and cognition during the days following dosing, also known as 'Blue Mondays', have been raised as limitations to its clinical use. Although these changes have been well-documented among recreational users, there are critical confounds to these reports that limit generalizability to clinically administered MDMA. AIMS: Here, we aimed to evaluate the evidence basis for the negative side effects associated with MDMA as well as inform our understanding of the drug's post-acute effects in a clinical context with an open-label study. METHODS: The current open-label study examined MDMA therapy for alcohol use disorder (AUD; N = 14) and measured mood, sleep quality, illicit MDMA consumption and anecdotal reports after the acute drug effects had worn off. RESULTS: Participants maintained a positive mood during the week following drug administration in a clinical context. Relative to baseline, self-reported sleep quality improved at the 3- and 6-month follow-ups. Finally, no participants reported using or desiring to use illicit MDMA, and the anecdotal reports indicated that they perceived the treatment favourably. CONCLUSION: The results support the overall safety and tolerability of clinically administered MDMA and, importantly, suggest that the 'come downs' previously associated with the substance may be explained by confounds in research relating to the illicit sourcing of the drug and specific environmental setting for recreational consumption.","[0, 1, 0, 0, 0, 0]"
"8345","Prediction of MDMA response in healthy humans: a pooled analysis of placebo-controlled studies.^\nBACKGROUND: 3,4-methylenedioxymethamphetamine (MDMA, ""ecstasy"") is used both recreationally and therapeutically. Little is known about the factors influencing inter- and intra-individual differences in the acute response to MDMA. Effects of other psychoactive substances have been shown to be critically influenced by personality traits and mood state before intake. METHODS: We pooled data from 10 randomized, double-blind, placebo-controlled, cross-over studies performed in the same laboratory in 194 healthy subjects receiving doses of 75 or 125mg of MDMA. We investigated the influence of drug dose, body weight, sex, age, drug pre-experience, genetics, personality and mental state before drug intake on the acute physiological and psychological response to MDMA. RESULTS: In univariable analyses, the MDMA plasma concentration was the strongest predictor for most outcome variables. When adjusting for dose per body weight, we found that (a) a higher activity of the enzyme CYP2D6 predicted lower MDMA plasma concentration, (b) a higher score in the personality trait ""openness to experience"" predicted more perceived ""closeness"", a stronger decrease in ""general inactivation"", and higher scores in the 5D-ASC (5 Dimensions of Altered States of Consciousness Questionnaire) scales ""oceanic boundlessness"" and ""visionary restructuralization"", and (c) subjects with high ""neuroticism"" or trait anxiety were more likely to have unpleasant and/or anxious reactions. CONCLUSIONS: Although MDMA plasma concentration was the strongest predictor, several personality traits and mood state variables additionally explained variance in the response to MDMA. The results confirm that both pharmacological and non-pharmacological variables influence the response to MDMA. These findings may be relevant for the therapeutic use of MDMA.","[0, 0, 1, 1, 0, 0]"
"8596","Mood and impulsivity of recreational Ecstasy users in the week following a ""rave"".^\nTwo days following widely attended ""rave"" or dance party events, questionnaires assessing mood (Beck Depression Inventory, or BDI-II) and impulsivity (Impulsiveness, Venturesomeness and Empathy Scale, or IVE) were completed by 43 attendees who reported using Ecstasy at the events, and by 31 Ecstasy-naïve controls who attended the same events. Participants who had taken Ecstasy at the events were significantly more depressed two days later than controls, according to analysis of their BDI-II scores. There was no group difference in impulsivity as measured by the IVE. Levels of self-reported Ecstasy use were not related to depression or impulsivity scores. Results are considered in terms of the hypothetical mood effect of short-term depletion of serotonin induced by MDMA, as well as several alternative non-pharmacological explanations.","[0, 1, 0, 0, 0, 0]"
"9175","Cognitive Behavioral Therapy to Sustain the Antidepressant Effects of Ketamine in Treatment-Resistant Depression: A Randomized Clinical Trial.^\nINTRODUCTION: Ketamine has emerged as a rapid-acting antidepressant. While ongoing treatment can prevent relapse, concerns exist regarding long-term exposure. OBJECTIVE: We conducted a randomized trial to examine the feasibility and efficacy of cognitive behavioral therapy (CBT) following intravenous ketamine in treatment-resistant depression (TRD). METHODS: Subjects with TRD were recruited and treated with 6 intravenous infusions of ketamine over 3 weeks. Subjects who experienced a clinical response (≥50% improvement in depression severity) were then randomized to receiving CBT or treatment as usual (TAU) for an additional 14 weeks, using a sequential treatment model. RESULTS: Of the 42 patients who signed consent, 28 patients achieved a response and were randomized to CBT or TAU. When measured using the Montgomery-Asberg Depression Rating Scale (primary outcome measure), the effect size at the end of the study was moderate (Cohen d = 0.65; 95% CI -0.55 to 1.82), though the group-by-time interaction effect was not significant. There was a significant group-by-time interaction as measured by the Quick Inventory of Depressive Symptomatology (F = 4.58; p = 0.033), favoring a greater sustained improvement in the CBT group. This corresponded to a moderate-to-large effect size of the Cohen d = 0.71 (95% CI -0.30 to 1.70) at the end of the study (14 weeks following the last ketamine infusion). In a subset of patients (N = 20) who underwent cognitive testing using the emotional N-back assessments before and after ketamine, ketamine responders showed improvement in the accuracy of emotional N-back (t[8] = 2.33; p < 0.05) whereas nonresponders did not (t[10] <1; p ns). CONCLUSIONS: This proof-of-concept study provides preliminary data indicating that CBT may sustain the antidepressant effects of ketamine in TRD. Further study and optimization of this treatment approach in well-powered clinical trials is recommended.","[1, 0, 0, 0, 0, 0]"
"75","Repeated ketamine infusions for antidepressant-resistant PTSD: Methods of a multicenter, randomized, placebo-controlled clinical trial.^\nPosttraumatic stress disorder (PTSD) is a debilitating disorder with limited medication treatment options. Recent reports have described the dearth of research on new drug development as a crisis in the pharmacotherapy of PTSD. There are only two PTSD medications approved by the U.S. Food and Drug Administration, and both are serotonergic antidepressants. Therefore, there is a tremendous need to identify more effective and more rapidly acting pharmacotherapies for PTSD that work through novel neural mechanisms. Pilot evidence and case reports provided preliminary evidence supporting the safety and utility of investigating the therapeutic effects of ketamine in PTSD. However, the efficacy of this drug for PTSD has not yet been tested in active duty military or veteran populations. Here, we report the design and methods of a study funded under the Consortium to Alleviate PTSD. The study is a multisite, placebo-controlled, double-blind, randomized clinical trial to examine the dose-related efficacy of ketamine, as compared to placebo, in producing a rapid and sustained reduction in PTSD symptomatology in veterans and active duty military populations with antidepressant-resistant PTSD. Approximately 198 eligible participants who meet criteria for PTSD will be randomized to the study drug (i.e., ketamine 0.5 mg/kg, ketamine 0.2 mg/kg, or placebo). The study drug will be administered intravenously twice per week for 4 weeks, followed by a 4-week follow-up period. This ongoing study is the only trial of therapeutic effects of ketamine for PTSD and the first placebo-controlled trial to determine the dose-related effects of repeated ketamine on PTSD.","[1, 0, 0, 0, 0, 0]"
"120","Can 'floating' predict treatment response to ketamine? Data from three randomized trials of individuals with treatment-resistant depression.^\nKetamine has rapid-acting antidepressant properties but also potentially concerning transient dissociative side effects (SEs). Recent studies noted a positive correlation between treatment response to ketamine and general dissociative SEs, as well as ""floating"", a depersonalization SE (a subtype of the dissociative SEs). This analysis sought to determine whether floating mediates treatment response to ketamine. Data were pooled from three double-blind, crossover, placebo-controlled ketamine clinical trials across which 82 participants with treatment-resistant depression (TRD) (44 with bipolar depression and 38 with major depressive disorder) received placebo and ketamine (0.5 mg/kg) infusions. SEs were actively solicited in a standardized fashion before and after ketamine infusion. The hypothesis that a post-infusion experience of floating would mediate antidepressant response to ketamine was assessed at 230 min post-infusion and at Day 1. Montgomery-Asberg Depression Rating Scale (MADRS) total score was the dependent variable in a linear mixed effects model. Ketamine significantly decreased MADRS scores (p < 0.0001), but no relationship was detected between floating and MADRS score at either 230 min or Day 1 post-infusion. The hypothesized mediation effect of floating was also not detected at either 230 min or Day 1 post-infusion. Taken together, the findings do not support the hypothesis that ketamine's antidepressant effects are mediated by the dissociative depersonalization subtype SE of floating.","[1, 0, 0, 0, 0, 0]"
"130","Ecstasy Check-Up: a multi-site trial of a brief intervention for ecstasy use.^\nINTERVENTION: Research Group: Within one 50‐minute session, the participant explores his/her ecstasy use and values. The specialist then offers feedback regarding the participant's use and provides participants with practical skills for reducing use. Suggestions are made that are in line with the participant's values. It is the decision of the participant to use these skills or not, and they are not pressured to quit or reduce their ecstasy use. CONDITION: Ecstasy and other substance use PRIMARY OUTCOME: The primary outcome will be ecstasy use measured by conducting a Timeline Followback interview. SECONDARY OUTCOME: Client satisfaction of E Check Up discussion, measured by administering the Client Satisfaction Questionnaire( CSQ‐8). INCLUSION CRITERIA: Have used ecstasy in the past 3 months, aged 16 years and over, fluency in English and willing to provide at least 2 locators","[0, 0, 0, 0, 0, 1]"
"218","N-methyl-D-aspartate receptor in working memory impairments in schizophrenia: event-related potential study of late stage of working memory process.^\nWorking memory (WM) deficit in schizophrenic patients has been well established. Still, underlying biological substrate of the impairment is not clear. Among neurotransmitter hypotheses of schizophrenia, N-methyl-D-aspartate (NMDA) receptor model is mostly supported, considering that NMDA receptor antagonist can elicit both psychosis and cognitive impairment observed in schizophrenic patients. In current study, to test the neuropsychological and the electrophysiological effects of NMDA receptor in WM, event-related potentials (ERPs) of Sternberg's short-term memory scanning task (SMST) were analyzed in 10 healthy subjects under intravenous administration of a subanesthetic dose of ketamine (0.65 mg/kg/h) or placebo (normal saline). Late positive component (LPC) of ERP was hypothesized to reflect later stage of WM. Brief Psychiatric Rating Scale score was significantly increased (t=-5.75, df=9, P<.001) and correct response rate was significantly decreased (t=2.21, df=9, P=.054) after ketamine administration. Neither reaction time nor LPC latency, which reflect memory scanning time, was changed. Amplitude of LPC was significantly reduced after ketamine administration (z=-2.31, number of observations=120, P=.021). In conclusion, NMDA receptor antagonist administration elicited WM deficit both in behavioral and electrophysiological level. Electrophysiological component reflecting later stage of WM was impaired by NMDA antagonist.","[0, 0, 0, 0, 1, 0]"
"319","Psilocybin-assisted treatment for alcohol use disorder: a clinical perspective.^\nBackground: Hallucinogenic compounds such as psilocybin have reemerged as promising adjunctive treatments for alcohol use disorder. A recent open‐label study of psilocybin with 12 weeks of psychosocial treatment for alcohol use disorder showed a significant acute reduction in the percentage of heavy drinking days, post‐psilocybin administration for 36 weeks (Bogenschutz, 2015). Furthermore, the study showed that psilocybin‐assisted treatment was safe, feasible, and tolerable. The methods and outcomes of that study were foundational in the design of this current investigation which is an ongoing double‐blind active controlled clinical trial of psilocybin‐assisted treatment for alcohol use disorder (target enrollment, n = 180). Methods: Patients with alcohol use disorder were assigned to either receive orally administered psilocybin or diphenhydramine in two or three sessions in addition to Motivational Enhancement and Taking Action (META) therapy and therapy sessions devoted to preparation for and debriefing from the psilocybin sessions. Total treatment course was 42 weeks. Three patients who completed treatment in the trial were selected to represent the variety of experiences and outcomes observed, not as evidence of efficacy. Treatment assignment has not been un‐blinded. Results: All three patients had a reduction in heavy drinking behavior. Two of the three patients were abstinent by the end of the trial. One of the three patients declined medication after his first session. Experiences were intense and memorable in ways that were unique to each patient. Conclusions: Although we do not know if psilocybin played a role in any of the study patients' treatment, the treatment course in its entirety was a memorable experience that appeared to have a positive impact on change in drinking behavior. These outcomes provide us with valuable information about the processes through which patients may or may not benefit from this type of treatment. Summary: This study examined psilocybin as a potential adjunctive therapy for patients with alcohol use disorder. Three patients from our ongoing double‐blind activecontrolled clinical trial were selected to represent the variety of experiences and outcomes observed, not as evidence of efficacy. Although we do not know if psilocybin played a role in any of the study patients' treatment, the treatment course in its entirety was a memorable experience that appeared to have a positive impact on change in drinking behavior. These outcomes provide us with valuable information about the processes through which patients may or may not benefit from this type of treatment. This study has important implications for the future developments of treatment for alcohol use disorder as it may provide another accessible means of therapy for an incredible complex disease process.","[1, 0, 0, 0, 0, 0]"
"497","Ketamine-facilitated behavioral treatment for cannabis use disorder: A proof of concept study.^\nBACKGROUND: Sub-anesthetic ketamine infusions may benefit a range of psychiatric conditions, including alcohol and cocaine use disorders. Currently, there are no effective pharmacological treatments for cannabis use disorder. OBJECTIVES: The objective of this uncontrolled proof of concept trial was to test the feasibility, tolerability, and potential therapeutic effects of integrating ketamine infusions with a behavioral platform of motivational enhancement therapy and mindfulness-based relapse prevention in treating cannabis use disorder (CUD). METHODS: Eight cannabis-dependent individuals (four female, four male) receiving motivational enhancement therapy and mindfulness-based relapse prevention behavioral treatments completed this single-blind outpatient 6-week study. Participants received either one or two infusions of ketamine (0.71 mg/kg [infusion 1]; 1.41 mg/kg [infusion 2] for non-responders) during the study. Participants self-reported cannabis use (Timeline Follow-Back) and underwent an assessment of confidence in abstaining from using cannabis (Drug-Taking Confidence Questionnaire) at predetermined time points throughout the study. RESULTS: Ketamine infusions were well-tolerated and there were no adverse events. Frequency of cannabis use decreased significantly from baseline (B = 5.1, s.e = 0.7) to the week following the first infusion (B = 0.8, s.e = 0.412), and remained reduced at the end of the study (B = 0.5, s.e = 0.3). Participants' confidence in their ability to abstain from cannabis in potentially triggering situations increased significantly from baseline to the end of study. CONCLUSIONS: These findings suggest that combining ketamine with behavioral therapy is feasible,tolerable, and potentially helpful, in treating cannabis-dependent individuals.","[1, 1, 0, 0, 0, 0]"
"514","Use patterns and self-reported effects of Salvia divinorum: an internet-based survey.^\nBACKGROUND: There is growing use of Salvia divinorum (SD), a psychoactive plant that produces hallucinogen-like effects through a kappa opioid receptor (KOR) mechanism. Little is known about KOR agonist effects in humans and about users of SD. OBJECTIVES: To characterize the reasons, methods, and reported consequences of SD use. METHODS: Individuals reading SD-related pages of a drug-information website were invited to anonymously complete an online questionnaire if they had used SD. RESULTS: Participants (N=500) were 92.6% male and 23.4 ± 8.7 (mean ± s.d.) years old. They had used a median of six times (range 1-250). 80.6% probably or definitely would use SD again. Most participants (92.6%) typically smoked or vaporized SD product. When smoked, the drug's main effects were estimated to last 14.1 ± 12.8 (range 0.5-120) minutes. When asked to compare SD effects to other methods of altering consciousness, the most common answer was that SD was unique (38.4%). 25.8% reported persisting (≥ 24 h) positive effects (often described as increased sense of well-being) on at least one occasion. 4.4% reported persisting negative effects (most often anxiety). CONCLUSIONS: SD is typically smoked, acute effects are brief, and persistent adverse effects are uncommon. In addition to acute hallucinogenic effects, SD may produce subacute increases in subjective well-being. Such a subacute effect would be unusual for a drug that is used non-medically, as withdrawal from other drugs typically either does not affect mood or causes dysphoria. Findings from this convenience sample should be confirmed and extended using surveys of random samples and controlled clinical studies.","[0, 1, 0, 0, 0, 1]"
"558","Improvement in suicidal ideation after ketamine infusion: relationship to reductions in depression and anxiety.^\nOBJECTIVE: Suicide is a psychiatric emergency. Currently, there are no approved pharmacologic treatments for suicidal ideation. Ketamine is an N-methyl-D-aspartate (NMDA) receptor antagonist that rapidly reduces suicidal ideation as well as depression and anxiety, but the dynamic between these symptoms is not known. The aim of this analysis was to evaluate whether ketamine has an impact on suicidal thoughts, independent of depressive and anxiety symptoms. METHODS: 133 patients with treatment-resistant depression (major depressive disorder or bipolar I/II disorder) received a single subanesthetic infusion of ketamine (0.5 mg/kg over 40 min). Post-hoc correlations and linear mixed models evaluated the relationship between suicidal ideation and depression and anxiety symptoms using the Hamilton Depression Rating Scale (HAMD), Scale for Suicidal Ideation (SSI), Beck Depression Inventory (BDI), and Hamilton Anxiety Rating Scale (HAMA) focusing on 230 min post-infusion. RESULTS: At 230 min post-infusion, correlations between changes in suicidal ideation and depression ranged from 0.23 to 0.44 (p < .05), accounting for up to 19% in the variance of ideation change. Correlations with anxiety ranged from 0.23 to 0.40 (p < .05), accounting for similar levels of variance. Ketamine infusion was associated with significant reductions in suicidal ideation compared to placebo, when controlling for the effects of ketamine on depression (F1,587 = 10.31, p = .001) and anxiety (F1,567 = 8.54, p = .004). CONCLUSIONS: Improvements in suicidal ideation after ketamine infusion are related to, but not completely driven by, improvements in depression and anxiety. Investigation of the specific effects of ketamine on suicidal thoughts is warranted.","[1, 0, 0, 0, 0, 0]"
"602","Repeated subcutaneous esketamine administration for depressive symptoms and pain relief in a terminally ill cancer patient: A case report.^\nBACKGROUND: Depressive disorders are common among cancer patients. Ketamine can quickly relieve depression, and its subcutaneous administration appears to be as effective as and probably safer than its standard intravenous administration. Herein, we report a case verifying the antidepressant effect of a subcutaneous esketamine formulation. CASE PRESENTATION: A 65-year-old male with metastatic abdominal tumor reported sadness, weight loss, fatigue, hopelessness, insomnia, inattention, and reduced motivation. His scores on the visual analogical scale for pain and Montgomery-Asberg depression rating scale were 8/10 and 30/60, respectively. POSSIBLE COURSES OF ACTION: Monoaminergic antidepressants are effective, but their response is slow for end-of-life care. FORMULATION OF A PLAN: Esketamine was preferred because it possibly contributes to pain relief. It can repeatedly be infused intravenously, but was subcutaneously administered twice a week for safety reasons. OUTCOME: The patient showed continuous mood improvement, achieving depression remission on day 7. Pain relief was observed but without stability. His vital signs remained stable, and he remained calm, without major complaints. LESSONS FROM THE CASE: Repeated subcutaneous esketamine injections are possibly safe and effective in pain and depression relief in palliative care cancer patients. VIEW ON RESEARCH PROBLEMS, OBJECTIVES, OR QUESTIONS GENERATED BY THE CASE: Placebo-controlled studies with similar cases are needed to establish efficacy and safety.","[1, 1, 0, 0, 0, 0]"
"953","Montgomery-Åsberg Depression Rating Scale factors in treatment-resistant depression at onset of treatment: Derivation, replication, and change over time during treatment with esketamine.^\nOBJECTIVE: Derive and confirm factor structure of the Montgomery-Åsberg Depression Rating Scale (MADRS) in patients with treatment-resistant depression (TRD) and evaluate how the factors evident at baseline change over 4 weeks of esketamine treatment. METHODS: Two similarly-designed, short-term TRANSFORM trials randomized adults to esketamine or matching placebo nasal spray, each with a newly-initiated oral antidepressant, for 4 weeks (TRANSFORM-1: N = 342 patients; TRANSFORM-2: N = 223 patients). The factor structure of MADRS item scores at baseline was determined by exploratory factor analysis in TRANSFORM-2 and corroborated by confirmatory factor analysis in TRANSFORM-1. Change in MADRS factor scores from baseline (day 1) to the end of the 28-day double-blind treatment phase of TRANSFORM-2 was analyzed using a mixed-effects model for repeated measures (MMRM). RESULTS: Three factors were identified based on analysis of MADRS items: Factor 1 labeled affective and anhedonic symptoms (apparent sadness, reported sadness, lassitude, inability to feel), Factor 2 labeled anxiety and vegetative symptoms (inner tension, reduced sleep, reduced appetite, concentration difficulties), and Factor 3 labeled hopelessness (pessimistic thoughts, suicidal thoughts). The three-factor structure observed in TRANSFORM-2 was verified in TRANSFORM-1. Treatment benefit at 24 h with esketamine versus placebo was observed on all 3 factors and continued throughout the 4-week double-blind treatment period. CONCLUSIONS: A three-factor structure for MADRS appears to generalize to TRD. All three factors improved over 4 weeks of treatment with esketamine nasal spray.","[1, 0, 0, 0, 0, 0]"
"1041","Safety and effectiveness of intranasal esketamine for treatment-resistant depression: a real-world retrospective study.^\nAim: There is limited real-world evidence for patients with treatment-resistant depression (TRD) receiving esketamine nasal spray. Methods: This retrospective cohort study used data collected from a psychiatric clinic's EHR system. Results: A total of 171 TRD patients received esketamine July 2019-June 2021. This predominantly female, white population had several mental health comorbidities and high exposure to psychiatric medications. We observed significant reductions (p < 0.001) in average PHQ-9 and GAD-7 scores from baseline (PHQ-9: mean: 16.7; SD: 5.8; GAD-7: mean: 12.0; SD: 5.8) to last available treatment (PHQ-9: mean: 12.0; SD: 6.4; GAD-7: mean: 8.7; SD: 5.6). There were no reports of serious adverse events. Conclusion: This study found a significant disease burden for patients with TRD. Esketamine appears to be well tolerated and effective in improving depression and anxiety.","[1, 1, 0, 0, 0, 0]"
