Study Type: Randomized-controlled trial (RCT),Study Type: Pre-post study,Study Type: Case Report,Study Type: Case Series,Study Type: Cohort Study,Study Type: Cross-Sectional Study,Study Type: Systematic Review/Meta-analysis,Study Type: Qualitative Study,Study Type: Study protocol,Study Type: Unknown,Study Type: Other,Data Type: Longitudinal,Data Type: Cross-sectional,Data Type: Unknown,Data Collection: Retrospective,Data Collection: Prospective,Data Collection: Unknown,Clinical Trial Phase: Phase 1,Clinical Trial Phase: Phase 2,Clinical Trial Phase: Phase 3,Clinical Trial Phase: Phase 4,Clinical Trial Phase: Unknown,Clinical Trial Phase: Not Applicable,Outcomes: The ability to drive a car,Outcomes: Suicide,Outcomes: Functional MRI,Outcomes: Physiological Functions,Outcomes: Mental Functions,Outcomes: Pharmacokinetics,Condition: Psychiatric Condition,Condition: Pain,Condition: Recreational Drug Use,Condition: Healthy Participants,Condition: Palliative Setting,Substance: LSD,Substance: Psilocybin,Substance: Mescaline,Substance: DMT,Substance: Ayahuasca,Substance: 5-MeO-DMT,Substance: MDMA,Substance: Ketamine,Substance: Ibogaine,Substance: Salvinorin A,Substance: Combination Therapy,Number of Participants: 1-20,Number of Participants: 21-40,Number of Participants: 41-60,Number of Participants: 61-80,Number of Participants: 81-100,Number of Participants: >100,Number of Participants: Unknown,Sex of Participants: Male,Sex of Participants: Female,Sex of Participants: Both sexes,Sex of Participants: Unknown,Age of Participants: Pediatric (< 18 years old),Age of Participants: Adult (≥18 years),Age of Participants: Unknown,Adverse Event: No adverse event(s) were reported,Adverse Event: Adverse event(s) were reported,Adverse Event: No reporting of adverse event(s),Adverse Event: Not Applicable,Conclusion: Positive,Conclusion: Negative,Conclusion: Neutral,Conclusion: Mixed,Conclusion: Unknown,Conclusion: Not Applicable,Regimen: Microdosing,Regimen: Multiple Applications,Regimen: Single Dose,Substance Naivety: Substance-Naïve Participants,Substance Naivety: Substance-non-naïve participants,Substance Naivety: Unknown,text,id
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,"Effects of ayahuasca on mental health and quality of life in naïve users: A longitudinal and cross-sectional study combination.^
Ayahuasca is a hallucinogenic decoction used as a traditional medicine in several Amazonian regions. The ritualistic use of ayahuasca has spread throughout many countries, making it necessary to study its risks and benefits. Two sub-studies were designed for this investigation. In sub-study 1, a psychiatric interview and a battery of questionnaires were administered to subjects (n = 40) before their first ayahuasca use. Two follow-ups were conducted at 1 and 6 months. In sub-study 2, the same interview and battery of questionnaires were administered to long-term ayahuasca users (n = 23) and their scores were compared with those of the ayahuasca-naïve group. In the first assessment, nearly half (45%) of the naïve users were found to meet the diagnostic criteria for a psychiatric disorder. After the ayahuasca use, more than 80% of those subjects showed clinical improvements that persisted at 6 months. The questionnaires showed significant reductions in depression and psychopathology. Regarding sub-study 2, long-term users showed lower depression scores, and higher scores for self-transcendence and quality of life, as compared to their peers in sub-study 1. Further controlled and observational naturalistic studies assessing the eventual risks and potential benefits of ayahuasca are warranted.",4035
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,"Effects of perioperative use of esketamine on postpartum depression risk in patients undergoing cesarean section: A randomized controlled trial.^
BACKGROUND: Postpartum depression (PPD) is a prevalent public health issue. Although ketamine has prophylactic effects on PPD in women undergoing cesarean section, the effects of esketamine on PPD remain unclear. This trial aimed to evaluate the efficacy of perioperative esketamine infusion on PPD risk by assessing Edinburgh Postnatal Depression Scale (EPDS) scores and blood biomarkers. METHODS: A total of 150 participants undergoing elective cesarean section were randomly allocated to receive either esketamine or normal saline. Since 27 participants were excluded due to consent withdrawal or loss to follow-up, 123 patients were included. The primary outcome was the prevalence of PPD risk. Secondary outcomes included the prevalence of postpartum anxiety (PPA) risk, levels of biomarkers, postoperative pain intensity, and cumulative sufentanil consumption. RESULTS: The prevalence of PPD and PPA risk at 3 days, 42 days, 3 months, and 6 months postpartum did not differ between the two groups. Furthermore, EPDS scores, pain intensity at rest, and during coughing on postoperative days (POD) 1 and 2 did not differ between the two groups. Sufentanil consumption during 0-12 h, 12-24 h, 0-24 h, and 0-48 h postoperatively were significantly lower in the esketamine group compared to the control group. Blood biomarkers did not differ between the two groups on POD 3. LIMITATIONS: The sample size was small. PPD risk was simply screened, not diagnosed. CONCLUSIONS: Perioperative administration of esketamine did not decrease the incidence of PPD risk in women after elective cesarean section. However, esketamine reduced opioid consumption.",5041
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,"Optimal dosing for psilocybin pharmacotherapy: Considering weight-adjusted and fixed dosing approaches.^
Background: Growing evidence suggests psilocybin, a naturally occurring psychedelic, is a safe and promising pharmacotherapy for treatment of mood and substance use disorders when administered as part of a structured intervention. In most trials to date, psilocybin dose has been administered on a weight-adjusted basis rather than the more convenient procedure of administering a fixed dose. Aims: The present post hoc analyses sought to determine whether the subjective effects of psilocybin are affected by body weight when psilocybin is administered on a weight-adjusted basis and when psilocybin is administered as a fixed dose. Methods: We analyzed acute subjective drug effects (mystical, challenging, and intensity) associated with therapeutic outcomes from ten previous studies (total N = 288) in which psilocybin was administered in the range 20 to 30 mg/70 kg (inclusive). Separate multivariate regression analyses examined the relationships between demographic variables including body weight and subjective effects in participants receiving 20 mg/70 kg (n = 120), participants receiving 30 mg/70 kg (n = 182), and participants whose weight-adjusted dose was about 25 mg (to approximate the fixed dose that is currently being evaluated in registration trials for major depressive disorder) (n = 103). Results: In the 20 mg/70 kg and 30 mg/70 kg weight-adjusted groups, and in the fixed dose group, no significant associations were found between subjective effects and demographic variables including body weight or sex. Across a wide range of body weights (49 to 113 kg) the present results showed no evidence that body weight affected subjective effects of psilocybin. Conclusions: These results suggest that the convenience and lower cost of administering psilocybin as a fixed dose outweigh any potential advantage of weight-adjusted dosing.",2861
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"'Ketamine metabolite pilot study in a suicidal depression trial': Corrigendum.^
Reports an error in 'Ketamine metabolite pilot study in a suicidal depression trial' by Michael F. Grunebaum, Hanga C. Galfalvy, Tse-Hwei Choo, Michelle S. Parris, Ainsley K. Burke, Raymond F. Suckow, Thomas B. Cooper and J. John Mann (Journal of Psychiatric Research, 2019[Oct], Vol 117, 129-134). In the original article, there was an error in Figure 1 which shows the amine and aryl group moved one carbon over on the cyclohexanone structure whereas they should be next to the ketone. A corrected Figure 1 can be found in the NIHMS manuscript, but was too late for the journal publication. (The following abstract of the original article appeared in record [rid]2019-49924-018[/rid]). Ketamine shows promise as a rapidly-acting treatment for depression and suicidal ideation, but side effects and abuse potential limit its use. Understanding its mechanism of action could help develop analogous but safer drugs. This post hoc study explored relationships of ketamine and metabolites, including hydroxynorketamine enantiomers, (2S,6S)- and (2R,6R)-HNK, to clinical response in a subgroup from a published trial in suicidal depression. Depressed adults with clinically significant suicidal ideation were randomized to double-blind infusion of sub-anesthetic ketamine or midazolam. Ketamine and metabolites were measured after infusion (N = 53). Plasma (2R,6R)-HNK was associated with change (higher levels correlated with less clinical improvement) from baseline to 24 h post-infusion of depression (HDRS-24: Spearman r = 0.37, p = 0.009) and suicidal thoughts (SSI: Spearman r = 0.29, p = 0.041). There were similar correlations with weekly follow-up clinical rating scores for both HNK enantiomers and dehydronorketamine (DHNK). Ketamine and norketamine were not associated with change in depression or suicidal ideation (unadjusted p > 0.28). (PsycINFO Database Record (c) 2019 APA, all rights reserved)",3215
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,"Anxiety, depression, and behavioral symptoms of executive dysfunction in ecstasy users: Contributions of polydrug use.^
Background: Given ecstasy's (MDMA) potential serotonergic neurotoxicity, it is plausible that regular ecstasy users would have an elevated prevalence of behavioral executive dysfunction or mood symptoms. However, recent studies have found that the relationship between ecstasy use and psychological symptoms was no longer significant after controlling for marijuana use (e.g., Morgan et al., 2002). The goal of the present study was to examine the relationship between ecstasy exposure and self-reported executive functioning and psychological symptoms after controlling for gender, ethnicity, and other drug use. Methods: Data were collected from 65 men and women with a wide range of ecstasy use (including 17 marijuana-using controls). Participants were administered the Frontal Systems Behavioral Scale, State-Trait Anxiety Inventory for adults, and the Beck Depression Inventory-2nd edition. Results: Although 19-63% of the ecstasy users demonstrated clinically elevated psychological symptoms, frequency of ecstasy use did not predict the psychological symptoms. No gender differences or interactions were observed. Conclusions: These results revealed that, although ecstasy users demonstrate elevated levels of psychological symptoms and executive dysfunction, these symptoms are not statistically associated with their ecstasy consumption. Instead, other drug use (alcohol, marijuana, opioids, and inhalants) significantly predict psychological symptoms in this sample of polydrug users. © 2006 Elsevier Ireland Ltd. All rights reserved.",5545
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"Ayahuasca and tobacco smoking cessation: results from an online survey in Brazil.^
Rationale: Smoking-related disease is a major problem globally. Effective smoking cessation treatments are however limited. Increasing evidence suggests that psychedelics have potential as treatments for substance use disorders and may therefore prove an option in aiding smoking cessation. Objectives: To establish which factors predict smoking cessation in people who reported quitting or reducing smoking following ayahuasca consumption. Methods: A retrospective cross-sectional mixed-method study (quantitative and qualitative design) was undertaken using data from an online survey evaluating peoples’ experiences before and after drinking ayahuasca. Multivariate logistic regression was performed with smoking condition (cessation or reduction/relapse) as a dependent variable and demographics, smoking, ayahuasca-related variables and the mystical experience (MEQ30) as predicting factors. Results: A total of 441 responses were grouped according to self-reported smoking status: cessation (n = 305) or reduction/relapse (n = 136) smoking. Logistic regression showed that mystical experience (OR: 1.03; 95% CI [1.00–1.05]) and frequency of ayahuasca intake (OR: 2.16[1.00–4.70]) were protective factors, while positive mood (measured by the MEQ30) during the ayahuasca experience was a risk factor (OR: 0.91[0.85–0.97]). Qualitative thematic analysis identified eight themes (e.g. acquired awareness, spiritual experience, increased motivation) related to the ayahuasca experience and the process of smoking cessation/reduction. Conclusions: Our results suggest that ayahuasca could be used as a potential tool for smoking cessation, and that effects may be mediated by mystical experience. Given the current burden of smoking-related disease and the limited treatment options, studies are needed to investigate the efficacy of psychedelics in smoking cessation.",1811
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,"Magnetoencephalography biomarkers of suicide attempt history and antidepressant response to ketamine in treatment-resistant major depression.^
BACKGROUND: This study examined magnetoencephalographic (MEG) correlates of suicidal ideation (SI) and suicide attempt history in patients with treatment-resistant major depression (TRD) at baseline and following subanesthetic-dose ketamine infusion. METHODS: Twenty-nine drug-free TRD patients (12 suicide attempters/17 non-attempters) participated in a crossover randomized trial of ketamine. MEG data were collected during an attentional dot probe task with emotional face stimuli at baseline and several hours post-ketamine infusion. Synthetic aperture magnetometry was used to project source power in the theta, alpha, beta, and gamma frequencies for angry-neutral, happy-neutral, and neutral-neutral face pairings during a one-second peristimulus period. Mixed models were used to test for clinical, behavioral, and electrophysiological effects of group, emotion, session, and SI score. RESULTS: Ketamine significantly reduced SI and depression across the sample. Post-ketamine, attempters had improved accuracy and non-attempters had reduced accuracy on the task. SI was positively associated with gamma power in regions of the frontal and parietal cortices across groups. In an extended amygdala-hippocampal region, attempters differed significantly in their emotional reactivity to angry versus happy faces as indexed by theta power differences, irrespective of drug. Ketamine significantly reduced the association between alpha power and SI for angry compared with happy faces in a fronto-insular/anterior cingulate region important for regulating sensory attentiveness. LIMITATIONS: Limitations include a small sample size of attempters. CONCLUSIONS: The findings highlight key differences in band-limited power between attempters and non-attempters and reinforce previous findings that ketamine has distinct response properties in patients with a suicide history.",2956
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"Subjective and Behavioral Effects of Microdoses of LSD in Healthy Human Volunteers.^
Background: There have been numerous anecdotal reports that very low doses of lysergic acid diethylamide (LSD) reduce depressed mood and improve positive outlook. Yet, the effects of such “microdoses” have not been tested under double‐blind, placebo‐controlled conditions. As a first step, we examined the subjective and behavioral effects of single low doses of LSD in healthy adults. Methods: Volunteers (N=20) attended four laboratory sessions during with they received placebo, 6.5μg, 13μg, or 26μg LSD in randomized order. During expected peak drug effect, they completed mood questionnaires and behavioral tasks assessing emotion processing, including i) recognition of emotional facial expressions and ii) responses to simulated social rejection. Results: LSD dose‐dependently increased ratings of “feeling” the drug, “liking” the drug, and “feeling high,” in addition to dose‐dependently increasing responses to the Altered States of Consciousness questionnaire. The highest dose of LSD increased vigor, elation, and anxiety on the Profile of Mood States. On the emotion recognition task, LSD enhanced participants’ ability to recognize both anger and happiness. During the simulated social rejection task, LSD increased participants’ desire to play again with the other players, but did not affect their perception of the degree to which they were included or excluded. Conclusions: These findings with non‐symptomatic volunteers suggest that “microdoses” of LSD have dose‐dependent effects on mood and emotional behavior. These results set the stage for measuring the clinical efficacy of the drug in the treatment of depressed mood, and help to understand the expanding use of low doses of LSD in the community. Supported By: NIDA DA02812 Keywords: Microdosing, LSD, Human Behavioral Pharmacology, Emotion Processing, Mood",793
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,"""Ecstasy""-induced changes of cerebral glucose metabolism and their correlation to acute psychopathology. An 18-FDG PET study.^
The aim of this study was to determine the acute effects of the ""Ecstasy"" analogue MDE (3,4-methylene dioxyethamphetamine) on cerebral glucose metabolism (rMRGlu) of healthy volunteers and to correlate neurometabolism with acute psychopathology. In a randomized double-blind trial, 15 healthy volunteers without a history of drug abuse were examined with fluorine-18-deoxyglucose (18FDG) positron emission tomography (PET) 110-120 min after oral administration of 2 mg/kg MDE (n = 7) or placebo (n = 8). Two minutes prior to radiotracer injection, constant cognitive stimulation was started and maintained for 32 min using a word repetition paradigm to ensure constant and comparable mental conditions during cerebral glucose uptake. Individual brain anatomy was represented using Tl-weighted 3D flash magnetic resonance imaging (MRI), followed by manual regionalization into 108 regions of interest and PET/MRI overlay. After absolute quantification of rMRGlu and normalization to global metabolism, normalized rMRGlu under MDE was compared to placebo using the Mann-Whitney U-test. Acute psychopathology was assessed using the Positive and Negative Syndrome Scale (PANSS) and rMRGlu was correlated to PANSS scores according to Spearman. MDE subjects showed significantly decreased rMRGlu in the bilateral frontal cortex: left frontal posterior (-7.1%, P < 0.05) and right prefrontal superior (-4.6%, P < 0.05). On the other hand, rMRGlu was significantly increased in the bilateral cerebellum (right: +10.1%, P < 0.05; left: +7.6%, P < 0.05) and in the right putamen (+6.2%, P < 0.05). There were positive correlations between rMRGlu in the middle right cingulate and grandiosity (r = 0.87, P < 0.05), both the right amygdala (r = 0.90, P < 0.01) and the left posterior cingulate (r = 0.90, P < 0.01) to difficulties in abstract thinking, and the right frontal inferior (r = 0.85, P < 0.05), right anterior cingulate (r = 0.93, P < 0.01), and left anterior cingulate (r = 0.85, P < 0.05) to attentional deficits. A negative correlation was found between the left frontal operculum (Broca's area) and attentional deficits (r = -0.85, P < 0.05). The present study revealed acute neurometabolic changes under the ""Ecstasy"" analogue MDE, indicating a frontostriatocerebellar imbalance paralleling other psychotropic substances or various psychiatric disorders.",7786
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"Long-term outcomes of psychoactive drug use in trauma patients: A multicenter patient-reported outcomes study.^
INTRODUCTION: Psychoactive drug use (PDU) is reported in up to 40% of trauma patients and is associated with a higher rate of in-hospital complications. However, little is known about its long-term impact on trauma patients. We aimed to assess the long-term functional, mental, and psychosocial outcomes of PDU in trauma patients 6 to 12 months after injury. METHODS: Trauma patients with moderate to severe injuries (Injury Severity Score, >9) who had a toxicology screen upon admission to one of three level 1 trauma centers were contacted by phone 6 to 12 months postinjury. Psychoactive drug use was defined as the presence of a psychoactive, nonprescribed substance on toxicology screen including amphetamine, barbiturate, benzodiazepine, cannabinoid, methamphetamine, methadone, opioid, oxycodone, methylenedioxymethamphetamine (ecstasy), phencyclidine, tricyclic antidepressant, and cocaine. The interviews systematically evaluated functional limitations, social functioning, chronic pain, and mental health (posttraumatic stress disorder, depression, anxiety). Patients with a score of ≤47 on the Short-Form Health Survey version 2.0 social functioning subdomain were considered to have social dysfunction. Multivariable regression models were built to determine the independent association between PDU and long-term outcomes. RESULTS: Of the 1,699 eligible patients, 571 (34%) were included in the analysis, and 173 (30.3%) screened positive for PDU on admission. Patients with PDU were younger (median age [interquartile range], 43 [28-55] years vs. 66 [46-78] years, p < 0.001), had more penetrating injuries (8.7% vs. 4.3%, p = 0.036), and were less likely to have received a college education (41.3% vs. 54.5%, p = 0.004). After adjusting for patients' characteristics including the presence of a baseline psychiatric comorbidity, patients with PDU on admission were more likely to suffer from daily chronic pain, mental health disorders, and social dysfunction 6 to 12 months after injury. There was no difference in the functional limitations between patients with and without PDU. CONCLUSION: On the long term, PDU in trauma patients is strongly and independently associated with worse mental health, more chronic pain, and severe impairment in social functioning. A trauma hospitalization presents an opportunity to identify patients at risk and to mitigate the long-term impact of PDU on recovery. LEVEL OF EVIDENCE: Prognostic/epidemiologic, level III.",2301
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Efficacy and safety of racemic ketamine and esketamine for depression: a systematic review and meta-analysis.^
BACKGROUND: Racemic ketamine and esketamine have demonstrated rapid antidepressant effects. We aimed to review the efficacy and safety of racemic and esketamine for depression. RESEARCH DESIGN AND METHODS: We conducted a PRISMA-guided review for relevant randomized controlled trials of racemic or esketamine for unipolar or bipolar major depression from database inception through 2021. We conducted random-effects meta-analyses using pooled rate ratios (RRs) and Cohen's standardized mean differences (d) with their 95% confidence intervals (CI). RESULTS: We found 36 studies (2903 participants, 57% female, 45.1 +/- 7.0 years). Nine trials used esketamine, while the rest used racemic ketamine. The overall study quality was high. Treatment with any form of ketamine was associated with improved response (RR=2.14; 95% CI, 1.72-2.66; I2=65%), remission (RR=1.64; 95% CI, 1.33-2.02; I2=39%), and depression severity (d=-0.63; 95% CI, -0.80 to -0.45; I2=78%) against placebo. Overall, there was no association between treatment with any form of ketamine and retention in treatment (RR=1.00; 95% CI, 0.99-1.01; I2<1%), dropouts due to adverse events (RR=1.56; 95% CI, 1.00-2.45; I2<1%), or the overall number of adverse events reported per participant (OR=2.14; 95% CI, 0.82-5.60; I2=62%) against placebo. CONCLUSIONS: Ketamine and esketamine are effective, safe, and acceptable treatments for individuals living with depression.",531
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,"Direct comparison of the acute effects of lysergic acid diethylamide and psilocybin in a double-blind placebo-controlled study in healthy subjects.^
Growing interest has been seen in using lysergic acid diethylamide (LSD) and psilocybin in psychiatric research and therapy. However, no modern studies have evaluated differences in subjective and autonomic effects of LSD and psilocybin or their similarities and dose equivalence. We used a double-blind, randomized, placebo-controlled, crossover design in 28 healthy subjects (14 women, 14 men) who underwent five 25 h sessions and received placebo, LSD (100 and 200 µg), and psilocybin (15 and 30 mg). Test days were separated by at least 10 days. Outcome measures included self-rating scales for subjective effects, autonomic effects, adverse effects, effect durations, plasma levels of brain-derived neurotrophic factor (BDNF), prolactin, cortisol, and oxytocin, and pharmacokinetics. The doses of 100 and 200 µg LSD and 30 mg psilocybin produced comparable subjective effects. The 15 mg psilocybin dose produced clearly weaker subjective effects compared with both doses of LSD and 30 mg psilocybin. The 200 µg dose of LSD induced higher ratings of ego-dissolution, impairments in control and cognition, and anxiety than the 100 µg dose. The 200 µg dose of LSD increased only ratings of ineffability significantly more than 30 mg psilocybin. LSD at both doses had clearly longer effect durations than psilocybin. Psilocybin increased blood pressure more than LSD, whereas LSD increased heart rate more than psilocybin. However, both LSD and psilocybin showed comparable cardiostimulant properties, assessed by the rate-pressure product. Both LSD and psilocybin had dose-proportional pharmacokinetics and first-order elimination. Both doses of LSD and the high dose of psilocybin produced qualitatively and quantitatively very similar subjective effects, indicating that alterations of mind that are induced by LSD and psilocybin do not differ beyond the effect duration. Any differences between LSD and psilocybin are dose-dependent rather than substance-dependent. However, LSD and psilocybin differentially increased heart rate and blood pressure. These results may assist with dose finding for future psychedelic research.Trial registration: ClinicalTrials.gov identifier: NCT03604744.",3637
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"Safety, tolerability, pharmacokinetics, and subjective effects of 50, 75, and 100 µg LSD in healthy participants within a novel intervention paradigm: A proof-of-concept study.^
BACKGROUND: Classic psychedelics hold promise as therapeutics for psychiatric disorders, but require scalable intervention protocols. This proof-of-concept study evaluated the safety, tolerability, pharmacokinetics, and subjective effects of 50, 75, and 100 µg lysergic acid diethylamide (LSD) in healthy adults within a novel intervention paradigm. METHODS: Up to three participants were administered LSD on the same day in separate rooms, each with a single attendant, after 1 day of preparation. An open-label design and a double-blind placebo-controlled design were used. RESULTS: Ninety-one percent of participants completed the study. Thirty-two adults (mean age = 28.8 years) received 50 (n = 3), 75 (n = 7), 100 (n = 3) LSD, 50 µg followed by 75 µg LSD (n = 9) 1 week apart, or placebo followed by a 75 µg LSD (n = 10) 1 week apart. There were no serious adverse events. Twenty-eight percent of participants experienced at least one expected mild adverse event, with one expected moderate adverse event. The maximum blood plasma levels occurred between 1.2 and 2 h post-administration, with an apparent half-life between 2.8 and 4.3 h. LSD largely induced greater subjective effects versus placebo. CONCLUSION: In the current novel intervention paradigm, 50, 75, and 100 µg LSD are tolerable with favourable safety profiles in healthy adults, only mild adverse events during the day of drug administration, and mystical-type subjective experiences. Future studies are needed to evaluate safety, tolerability, subjective effects, and cost-effectiveness in clinical populations.",2480
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Sustained reductions in headache burden after the limited administration of low dose psilocybin in migraine and cluster headache: results from two preliminary studies.^
Background: Headache disorders maintain top worldwide disability ratings, urging the continued investigation of novel targets and mechanisms of treatment. Anecdotal evidence suggests that psilocybin, lysergic acid diethylamide (LSD), and other select indoleamine 5‐hydroxytryptamine 2A (5‐HT2A) receptor ligands confer sustained therapeutic benefit in cluster and migraine headache, though controlled studies are lacking. We sought to carry out the first controlled investigations of the effects and safety of psilocybin in these headache disorders. Methods: Two exploratory clinical trials were carried out in adult males and females with migraine or cluster headache (twelve each). The migraine design was a double‐blind, placebocontrolled, cross‐over study and the cluster design was a randomized, double‐blind, placebo‐controlled study. Migraine subjects received single administrations of oral placebo (microcrystalline cellulose) and psilocybin (0.143 mg/kg) two weeks apart. Cluster subjects were randomized to receive a pulse regimen of three administrations of either psilocybin (0.143 mg/ kg) or placebo, each administration separated by approximately 5 days. Headache diaries, in which subjects documented headache attacks, began two weeks before the first test day and ended two weeks after the second test day for migraine subjects and two months after the last test day for cluster subjects. Physiological and psychological drug effects were monitored during sessionsand several follow‐up contacts with subjects were carried out to assure safety of study procedures. Ten subjects in each the migraine and cluster studies were included in the final analysis. Results: Over the 2‐week period after single drug administration, the reduction in weekly migraine days from baseline was significantly greater after psilocybin [‐1.65 (95% CI: ‐2.53 to ‐0.77) days/week] than after placebo [‐0.15 (‐1.13 to 0.83) days/ week; p = 0.003, t(9) = 4.11; effect size ‐1.15]. Over the 3‐week period after initiating the pulse regimen, the reduction in weekly cluster attacks from baseline was greater with psilocybin [‐6.03 (‐9.96 to ‐2.10)] than with placebo [+1.17 (‐2.76 to 5.10); p = 0.017, t(8) = 2.99; effect size ‐1.89]. In neither study did the rating of psychedelic effects during acute psilocybin exposure correlate with the change in headache burden. Psilocybin was welltolerated in both studies and there were no unexpected or serious adverse events. Conclusions: These two exploratory controlled trials showed that limited administration of a low oral dose of psilocybin has sustained therapeutic effects in migraine and cluster headache. These findings validate the potential value of psilocybin in headache research and medicine. That the reductions in headache burden were not correlated with acute psychedelic effects in these studies urges the consideration of the several neurobiological functions common to both headache pathology and the known actions of select 5‐HT2A receptor ligands as potential sources of therapeutic effects in headache.",7719
